名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
7- 9.,"525,343.4 ","275,753.7 ","270,819.6 ","234,007.7 ","28,386.2 ","85,770.3 ","2,112.5 ","79,100.3 ","47,788.0 ",178.7 ,"6,253.6 ","46,803.4 ","40,549.8 ",,"4,913.6 ","19,952.4 ","15,038.7 ","530,257.0 ",,"519,089.8 ","392,022.7 ","127,067.1 ",,"161,944.5 ",,"523,052.1 ",,,,,,
10-12.,"526,983.2 ","277,844.9 ","272,867.3 ","235,688.0 ","28,943.2 ","86,906.1 ","1,000.2 ","79,652.6 ","47,966.7 ",221.8 ,"4,447.8 ","47,881.9 ","43,434.1 ",,"5,249.4 ","20,655.5 ","15,406.0 ","532,232.7 ",,"522,535.4 ","394,694.4 ","127,841.0 ",,"163,816.0 ",,"525,761.3 ",,,,,,
1996/ 1- 3.,"529,056.8 ","276,946.7 ","271,949.5 ","234,393.8 ","30,312.7 ","86,233.0 ","1,340.1 ","79,774.0 ","50,358.7 ",486.0 ,"3,605.7 ","48,837.3 ","45,231.5 ",,"6,082.0 ","12,754.2 ","6,672.3 ","535,138.8 ",,"525,451.1 ","394,832.4 ","130,618.7 ",,"166,904.4 ",,"527,230.8 ",,,,,,
4- 6.,"536,050.4 ","281,090.5 ","276,059.2 ","238,057.2 ","31,707.5 ","88,655.2 ","3,053.1 ","80,799.8 ","49,491.4 ",151.1 ,"1,101.8 ","48,942.4 ","47,840.6 ",,"6,808.5 ","12,950.6 ","6,142.1 ","542,858.9 ",,"534,948.6 ","404,506.3 ","130,442.3 ",,"169,854.2 ",,"532,846.3 ",,,,,,
7- 9.,"536,076.0 ","281,132.2 ","276,061.5 ","237,629.6 ","33,106.7 ","89,608.7 ","1,575.6 ","81,707.9 ","47,379.5 ",188.0 ,"1,377.5 ","49,657.9 ","48,280.4 ",,"6,395.8 ","12,336.2 ","5,940.4 ","542,471.9 ",,"534,698.5 ","405,423.2 ","129,275.3 ",,"170,094.9 ",,"534,312.4 ",,,,,,
10-12.,"541,097.0 ","284,226.7 ","279,144.1 ","240,265.4 ","33,987.9 ","89,691.8 ","2,493.2 ","82,119.4 ","46,425.4 ",231.0 ,"1,921.4 ","52,018.8 ","50,097.4 ",,"6,619.5 ","12,540.8 ","5,921.3 ","547,716.5 ",,"539,175.6 ","410,399.7 ","128,775.9 ",,"170,105.1 ",,"538,372.7 ",,,,,,
1997/ 1- 3.,"542,257.9 ","288,528.0 ","283,460.5 ","244,158.7 ","33,068.1 ","90,453.9 ",-620.8 ,"82,705.8 ","45,706.7 ",141.8 ,"2,274.5 ","55,132.8 ","52,858.3 ",,"7,265.7 ","13,413.7 ","6,148.0 ","549,523.6 ",,"539,983.5 ","411,429.2 ","128,554.3 ",,"169,228.7 ",,"542,736.9 ",,,,,,
4- 6.,"544,056.0 ","285,105.4 ","280,116.5 ","240,379.7 ","30,419.0 ","90,647.4 ","2,591.2 ","83,289.7 ","46,293.2 ",98.8 ,"5,611.3 ","56,890.7 ","51,279.4 ",,"7,421.9 ","13,476.6 ","6,054.7 ","551,477.9 ",,"538,444.8 ","408,763.0 ","129,681.7 ",,"167,359.6 ",,"541,366.1 ",,,,,,
7- 9.,"543,990.8 ","285,565.9 ","280,635.4 ","240,520.3 ","28,376.5 ","90,792.0 ","4,693.3 ","82,943.3 ","46,399.7 ",138.3 ,"5,081.9 ","55,287.3 ","50,205.4 ",,"6,356.2 ","12,576.8 ","6,220.6 ","550,347.0 ",,"538,908.9 ","409,427.6 ","129,481.3 ",,"165,568.1 ",,"539,159.2 ",,,,,,
10-12.,"544,938.2 ","284,742.5 ","279,719.3 ","239,266.1 ","27,020.6 ","92,824.3 ","3,920.1 ","83,676.5 ","43,972.5 ",406.5 ,"8,375.2 ","58,428.3 ","50,053.1 ",,"7,615.0 ","14,364.9 ","6,749.9 ","552,553.2 ",,"536,563.0 ","408,507.5 ","128,055.4 ",,"163,817.4 ",,"540,611.5 ",,,,,,
1998/ 1- 3.,"538,053.3 ","284,022.8 ","278,761.5 ","237,914.7 ","26,189.9 ","91,037.9 ","3,306.6 ","83,618.1 ","41,290.8 ",234.6 ,"8,352.7 ","56,882.2 ","48,529.5 ",,"7,229.8 ","13,574.0 ","6,344.2 ","545,283.1 ",,"529,700.6 ","404,557.2 ","125,143.5 ",,"158,518.6 ",,"534,512.1 ",,,,,,
4- 6.,"534,813.7 ","283,425.5 ","277,895.3 ","236,884.3 ","25,537.5 ","89,916.1 ","1,712.6 ","83,445.7 ","40,728.8 ",135.1 ,"9,912.5 ","56,686.5 ","46,774.0 ",,"6,108.8 ","12,699.1 ","6,590.3 ","540,922.6 ",,"524,901.3 ","400,591.6 ","124,309.6 ",,"156,182.4 ",,"532,966.0 ",,,,,,
7- 9.,"533,874.7 ","284,785.1 ","279,038.6 ","237,727.0 ","24,909.8 ","89,028.5 ",-473.1 ,"83,649.7 ","42,430.7 ",-67.6 ,"9,611.5 ","57,148.4 ","47,536.9 ",,"6,789.9 ","12,694.3 ","5,904.4 ","540,664.6 ",,"524,263.1 ","398,250.3 ","126,012.8 ",,"156,369.1 ",,"534,415.4 ",,,,,,
10-12.,"539,269.2 ","285,476.3 ","279,584.9 ","238,177.4 ","24,211.4 ","86,017.3 ","2,430.8 ","85,439.3 ","46,463.3 ",-544.3 ,"9,775.2 ","52,150.0 ","42,374.8 ",,"6,252.3 ","10,906.3 ","4,654.0 ","545,521.6 ",,"529,494.1 ","398,135.7 ","131,358.4 ",,"156,692.0 ",,"537,382.8 ",,,,,,
1999/ 1- 3.,"529,128.9 ","285,242.0 ","279,286.5 ","237,724.7 ","23,854.5 ","83,194.4 ","-3,543.9 ","85,294.5 ","46,350.3 ",-75.8 ,"8,812.9 ","50,677.6 ","41,864.7 ",,"5,559.2 ","10,613.8 ","5,054.6 ","534,688.0 ",,"520,316.0 ","388,747.0 ","131,569.0 ",,"153,399.2 ",,"532,748.6 ",,,,,,
4- 6.,"529,037.6 ","285,077.3 ","278,975.6 ","237,220.3 ","25,398.0 ","83,338.5 ","-3,852.9 ","85,849.0 ","45,347.4 ",-5.3 ,"7,885.6 ","51,698.8 ","43,813.3 ",,"6,702.8 ","10,903.5 ","4,200.7 ","535,740.4 ",,"521,152.0 ","389,960.9 ","131,191.2 ",,"154,083.8 ",,"532,895.8 ",,,,,,
7- 9.,"528,557.8 ","286,692.8 ","280,416.4 ","238,415.8 ","25,682.1 ","82,693.4 ","-3,378.7 ","85,564.9 ","43,954.1 ",1.8 ,"7,347.3 ","52,189.4 ","44,842.1 ",,"6,719.5 ","10,584.3 ","3,864.7 ","535,277.4 ",,"521,210.5 ","391,689.6 ","129,520.8 ",,"152,329.6 ",,"531,934.7 ",,,,,,
10-12.,"527,843.4 ","286,586.9 ","280,350.2 ","238,129.5 ","24,526.2 ","83,358.3 ","-3,515.4 ","85,918.0 ","43,681.0 ",-337.2 ,"7,625.6 ","52,769.2 ","45,143.6 ",,"7,093.0 ","10,835.9 ","3,742.9 ","534,936.5 ",,"520,217.8 ","390,956.0 ","129,261.8 ",,"151,565.5 ",,"531,696.0 ",,,,,,
2000/ 1- 3.,"535,117.6 ","287,772.4 ","281,809.5 ","239,363.1 ","24,882.7 ","86,691.9 ","-1,606.9 ","87,357.6 ","41,478.0 ",152.0 ,"8,390.0 ","54,638.7 ","46,248.7 ",,"6,781.8 ","11,235.8 ","4,453.9 ","541,899.5 ",,"526,727.6 ","397,740.0 ","128,987.6 ",,"153,052.6 ",,"536,572.5 ",,,,,,
4- 6.,"535,390.8 ","286,384.4 ","280,779.9 ","238,099.6 ","25,384.3 ","84,798.8 ","1,202.1 ","88,273.7 ","41,058.0 ",39.3 ,"8,250.2 ","55,494.3 ","47,244.1 ",,"8,189.1 ","12,037.9 ","3,848.8 ","543,579.9 ",,"527,140.6 ","397,769.6 ","129,371.0 ",,"151,241.1 ",,"534,149.4 ",,,,,,
7- 9.,"534,405.4 ","286,309.1 ","280,961.1 ","238,089.7 ","24,993.0 ","87,439.4 ","-1,154.2 ","89,286.3 ","40,311.0 ",-35.2 ,"7,256.0 ","56,544.6 ","49,288.6 ",,"8,087.7 ","12,066.9 ","3,979.2 ","542,493.1 ",,"527,149.3 ","397,587.3 ","129,562.1 ",,"152,743.4 ",,"535,594.8 ",,,,,,
10-12.,"537,833.0 ","288,780.3 ","283,476.6 ","240,365.0 ","25,376.4 ","89,570.0 ",160.6 ,"89,542.7 ","38,840.0 ",-68.4 ,"5,631.4 ","57,596.4 ","51,964.9 ",,"8,097.5 ","12,486.8 ","4,389.3 ","545,930.5 ",,"532,201.6 ","403,887.2 ","128,314.3 ",,"153,786.3 ",,"537,740.8 ",,,,,,
2001/ 1- 3.,"542,579.0 ","290,598.3 ","285,138.9 ","241,907.8 ","25,325.5 ","89,305.8 ","1,979.7 ","91,120.6 ","40,554.8 ",24.4 ,"3,669.9 ","56,140.5 ","52,470.6 ",,"8,397.1 ","12,862.7 ","4,465.6 ","550,976.2 ",,"538,909.1 ","407,209.3 ","131,699.8 ",,"155,186.1 ",,"540,574.9 ",,,,,,
4- 6.,"534,294.3 ","290,678.8 ","285,012.2 ","241,455.0 ","23,880.5 ","86,292.0 ","2,236.0 ","91,173.3 ","38,104.7 ",-174.5 ,"2,103.4 ","53,952.6 ","51,849.2 ",,"8,152.8 ","12,380.5 ","4,227.7 ","542,447.1 ",,"532,190.8 ","403,087.3 ","129,103.5 ",,"148,277.2 ",,"532,232.8 ",,,,,,
7- 9.,"526,966.4 ","289,431.8 ","283,646.3 ","239,888.6 ","23,567.8 ","84,252.2 ","-2,097.9 ","91,675.4 ","37,781.4 ",-211.0 ,"2,566.7 ","52,389.4 ","49,822.7 ",,"8,011.0 ","12,007.9 ","3,996.9 ","534,977.4 ",,"524,399.7 ","395,154.0 ","129,245.7 ",,"145,601.4 ",,"529,275.3 ",,,,,,
10-12.,"523,942.0 ","287,357.4 ","281,573.9 ","237,620.1 ","23,602.1 ","80,422.9 ",-996.2 ,"92,347.0 ","36,750.9 ",-30.7 ,"4,488.4 ","51,977.6 ","47,489.2 ",,"8,485.2 ","11,979.4 ","3,494.2 ","532,427.2 ",,"519,453.6 ","390,386.4 ","129,067.2 ",,"140,775.9 ",,"524,968.8 ",,,,,,
2002/ 1- 3.,"525,476.3 ","288,391.6 ","282,737.3 ","238,650.8 ","23,313.5 ","79,517.7 ","-3,282.2 ","94,541.0 ","37,079.7 ",-91.3 ,"6,006.4 ","54,787.1 ","48,780.7 ",,"8,289.9 ","11,466.6 ","3,176.7 ","533,766.2 ",,"519,470.0 ","387,940.6 ","131,529.3 ",,"139,910.9 ",,"528,849.8 ",,,,,,
4- 6.,"524,280.4 ","289,727.1 ","284,273.2 ","240,162.2 ","23,274.7 ","77,841.0 ","-2,482.2 ","92,491.1 ","35,926.3 ",-25.9 ,"7,528.4 ","57,278.0 ","49,749.6 ",,"7,452.6 ","10,778.5 ","3,325.9 ","531,733.0 ",,"516,752.0 ","388,360.6 ","128,391.4 ",,"137,041.9 ",,"526,788.5 ",,,,,,
7- 9.,"524,149.2 ","289,309.6 ","284,000.2 ","239,752.3 ","23,235.7 ","78,635.4 ","-1,520.5 ","93,021.2 ","35,673.8 ",-50.0 ,"5,844.0 ","55,946.8 ","50,102.8 ",,"7,590.8 ","11,058.1 ","3,467.4 ","531,740.0 ",,"518,305.3 ","389,660.2 ","128,645.1 ",,"137,544.9 ",,"525,719.7 ",,,,,,
10-12.,"524,429.6 ","287,920.1 ","282,605.7 ","238,237.7 ","22,894.4 ","78,430.7 ",318.7 ,"92,770.1 ","35,100.0 ",-156.8 ,"7,152.4 ","59,592.6 ","52,440.3 ",,"7,208.5 ","10,584.0 ","3,375.5 ","531,638.1 ",,"517,277.2 ","389,563.9 ","127,713.3 ",,"136,425.1 ",,"524,267.7 ",,,,,,
2003/ 1- 3.,"521,380.2 ","288,520.7 ","283,050.9 ","238,537.4 ","22,768.8 ","78,088.4 ",-352.9 ,"92,642.3 ","33,995.4 ",-67.7 ,"5,785.3 ","58,664.3 ","52,879.0 ",,"7,803.3 ","10,987.5 ","3,184.1 ","529,183.6 ",,"515,594.9 ","389,025.0 ","126,569.9 ",,"134,852.5 ",,"521,800.8 ",,,,,,
4- 6.,"524,564.2 ","286,838.6 ","281,180.8 ","236,478.3 ","22,840.0 ","78,712.7 ",-783.9 ,"94,409.0 ","33,998.7 ",71.2 ,"8,478.0 ","58,916.7 ","50,438.8 ",,"8,031.4 ","10,999.4 ","2,968.0 ","532,595.6 ",,"516,086.2 ","387,607.4 ","128,478.8 ",,"135,551.3 ",,"525,276.9 ",,,,,,
7- 9.,"524,355.2 ","286,262.7 ","280,485.5 ","235,586.9 ","23,400.8 ","77,186.4 ","1,673.0 ","93,875.5 ","33,106.9 ",-86.0 ,"8,935.7 ","60,549.8 ","51,614.1 ",,"9,530.1 ","12,390.6 ","2,860.5 ","533,885.3 ",,"515,419.4 ","388,522.9 ","126,896.5 ",,"133,694.2 ",,"522,768.2 ",,,,,,
10-12.,"526,387.3 ","289,330.0 ","283,514.7 ","238,503.7 ","23,008.7 ","79,970.6 ",-879.3 ,"92,644.3 ","32,320.3 ",-315.8 ,"10,308.6 ","61,932.6 ","51,624.0 ",,"8,474.3 ","11,202.1 ","2,727.8 ","534,861.6 ",,"516,078.7 ","391,430.0 ","124,648.7 ",,"135,299.5 ",,"527,582.4 ",,,,,,
2004/ 1- 3.,"529,331.5 ","289,328.3 ","283,561.8 ","238,249.4 ","23,334.9 ","79,463.7 ","2,771.5 ","93,253.2 ","30,911.2 ",-326.4 ,"10,595.2 ","64,859.0 ","54,263.8 ",,"9,488.4 ","12,197.3 ","2,708.9 ","538,819.8 ",,"518,736.3 ","394,898.3 ","123,837.9 ",,"133,709.7 ",,"526,886.4 ",,,,,,
4- 6.,"527,682.8 ","289,053.1 ","283,358.8 ","237,841.9 ","23,766.7 ","79,091.3 ",768.4 ,"93,501.3 ","30,710.1 ",97.4 ,"10,694.5 ","67,355.5 ","56,661.1 ",,"10,201.8 ","13,111.9 ","2,910.0 ","537,884.7 ",,"516,988.4 ","392,679.6 ","124,308.8 ",,"133,568.1 ",,"526,817.0 ",,,,,,
7- 9.,"530,492.2 ","290,762.4 ","285,103.3 ","239,395.5 ","23,862.8 ","79,950.4 ","1,874.9 ","93,854.7 ","30,200.3 ",88.9 ,"9,897.8 ","68,726.8 ","58,829.0 ",,"10,478.0 ","13,614.8 ","3,136.8 ","540,970.2 ",,"520,594.5 ","396,450.6 ","124,143.9 ",,"134,013.6 ",,"528,528.4 ",,,,,,
10-12.,"529,870.6 ","289,411.6 ","283,736.9 ","237,811.7 ","23,911.4 ","81,412.0 ","1,503.3 ","94,387.0 ","29,918.0 ",186.8 ,"9,140.4 ","69,551.2 ","60,410.8 ",,"10,923.2 ","14,238.0 ","3,314.8 ","540,793.8 ",,"520,730.2 ","396,238.3 ","124,491.9 ",,"135,241.4 ",,"528,180.5 ",,,,,,
2005/ 1- 3.,"529,895.1 ","290,130.9 ","284,401.4 ","238,266.7 ","23,518.1 ","83,434.1 ","1,338.6 ","94,139.6 ","29,288.3 ",160.8 ,"7,884.7 ","68,306.5 ","60,421.8 ",,"10,423.9 ","14,358.2 ","3,934.3 ","540,319.0 ",,"522,010.4 ","398,421.8 ","123,588.7 ",,"136,240.5 ",,"528,395.7 ",,,,,,
4- 6.,"531,382.3 ","290,987.8 ","285,180.8 ","238,835.3 ","23,394.6 ","86,358.1 ","1,111.8 ","94,414.3 ","27,516.8 ",-2.5 ,"7,601.4 ","71,578.2 ","63,976.9 ",,"11,660.9 ","15,806.4 ","4,145.5 ","543,043.2 ",,"523,781.0 ","401,852.3 ","121,928.7 ",,"137,269.5 ",,"530,273.0 ",,,,,,
7- 9.,"534,653.5 ","293,085.7 ","287,212.8 ","240,636.1 ","23,862.8 ","88,052.4 ",711.9 ,"94,459.1 ","28,069.8 ",24.6 ,"6,387.3 ","74,522.2 ","68,134.9 ",,"12,356.7 ","16,545.1 ","4,188.3 ","547,010.3 ",,"528,266.2 ","405,712.8 ","122,553.4 ",,"139,984.9 ",,"533,917.0 ",,,,,,
10-12.,"534,652.8 ","293,191.3 ","287,276.4 ","240,407.6 ","24,217.7 ","86,856.2 ",108.0 ,"94,744.4 ","27,565.0 ",39.0 ,"7,931.3 ","79,521.9 ","71,590.6 ",,"13,262.9 ","18,002.4 ","4,739.5 ","547,915.7 ",,"526,721.5 ","404,373.2 ","122,348.3 ",,"138,638.8 ",,"534,505.8 ",,,,,,
2006/ 1- 3.,"534,487.0 ","295,074.9 ","289,145.9 ","242,098.0 ","24,040.2 ","86,659.1 ",-199.3 ,"94,268.9 ","28,464.6 ",27.6 ,"6,151.0 ","81,038.4 ","74,887.4 ",,"14,010.9 ","19,170.8 ","5,159.9 ","548,497.8 ",,"528,336.0 ","405,574.9 ","122,761.1 ",,"139,163.9 ",,"534,658.7 ",,,,,,
4- 6.,"534,121.9 ","294,226.1 ","288,257.4 ","241,015.3 ","24,098.9 ","88,077.4 ",-218.0 ,"94,285.7 ","27,410.4 ",-38.6 ,"6,279.9 ","82,096.2 ","75,816.3 ",,"13,879.3 ","19,413.5 ","5,534.2 ","548,001.2 ",,"527,842.0 ","406,184.4 ","121,657.5 ",,"139,586.7 ",,"534,378.5 ",,,,,,
7- 9.,"532,386.0 ","292,510.3 ","286,491.7 ","239,121.1 ","24,259.7 ","88,166.5 ",602.0 ,"94,094.6 ","26,048.8 ",23.4 ,"6,680.7 ","85,044.4 ","78,363.6 ",,"14,500.2 ","20,181.1 ","5,681.0 ","546,886.2 ",,"525,705.3 ","405,538.5 ","120,166.8 ",,"138,475.0 ",,"531,760.6 ",,,,,,
10-12.,"539,685.7 ","296,146.8 ","290,126.1 ","242,573.9 ","24,336.1 ","89,801.9 ",669.5 ,"93,938.1 ","26,414.6 ",-32.2 ,"8,411.0 ","86,695.8 ","78,284.8 ",,"15,328.1 ","21,638.3 ","6,310.3 ","555,013.8 ",,"531,274.7 ","410,954.2 ","120,320.5 ",,"140,552.5 ",,"539,048.4 ",,,,,,
2007/ 1- 3.,"541,881.3 ","295,647.6 ","289,672.8 ","241,883.8 ","24,124.7 ","89,957.2 ","2,404.6 ","94,045.3 ","26,352.9 ",-55.7 ,"9,404.7 ","89,793.8 ","80,389.2 ",,"16,363.6 ","23,077.0 ","6,713.4 ","558,244.9 ",,"532,476.6 ","412,134.1 ","120,342.6 ",,"140,434.8 ",,"539,532.4 ",,,,,,
4- 6.,"542,266.3 ","297,220.5 ","291,295.9 ","243,319.7 ","23,840.1 ","89,122.8 ","1,044.5 ","95,366.2 ","25,802.1 ",137.9 ,"9,732.3 ","93,531.0 ","83,798.7 ",,"17,109.7 ","23,374.7 ","6,265.0 ","559,376.0 ",,"532,534.0 ","411,227.8 ","121,306.2 ",,"138,764.9 ",,"541,083.9 ",,,,,,
7- 9.,"536,692.5 ","294,262.7 ","288,374.6 ","240,188.4 ","21,909.4 ","87,921.7 ","1,398.0 ","94,810.1 ","25,502.6 ",42.8 ,"10,845.3 ","94,374.0 ","83,528.6 ",,"15,352.5 ","23,395.1 ","8,042.6 ","552,045.1 ",,"525,847.2 ","405,491.8 ","120,355.4 ",,"135,333.7 ",,"535,251.8 ",,,,,,
10-12.,"536,444.0 ","295,780.5 ","289,921.1 ","241,550.5 ","19,576.4 ","87,928.6 ","2,938.6 ","96,011.2 ","26,188.4 ",63.5 ,"7,956.8 ","95,222.8 ","87,266.0 ",,"17,169.4 ","24,275.9 ","7,106.6 ","553,613.4 ",,"528,487.3 ","406,224.2 ","122,263.1 ",,"133,693.5 ",,"533,442.0 ",,,,,,
2008/ 1- 3.,"537,457.8 ","298,088.1 ","292,247.2 ","243,636.9 ","20,310.0 ","88,863.5 ","1,659.5 ","96,011.1 ","25,736.5 ",170.8 ,"6,618.3 ","95,204.0 ","88,585.6 ",,"16,630.5 ","22,794.2 ","6,163.7 ","554,088.3 ",,"530,839.5 ","408,921.1 ","121,918.4 ",,"134,910.0 ",,"535,627.5 ",,,,,,
4- 6.,"533,918.9 ","294,960.9 ","289,159.2 ","240,386.9 ","21,443.3 ","87,913.5 ","4,704.8 ","95,009.2 ","25,112.8 ",-39.3 ,"4,813.7 ","95,616.4 ","90,802.8 ",,"13,147.3 ","19,175.1 ","6,027.7 ","547,066.3 ",,"529,105.3 ","409,022.5 ","120,082.7 ",,"134,469.7 ",,"529,253.4 ",,,,,,
7- 9.,"523,440.5 ","295,538.8 ","289,773.6 ","240,755.5 ","22,172.7 ","86,788.2 ",-867.4 ,"94,323.6 ","25,373.4 ",-87.7 ,199.0 ,"98,420.0 ","98,221.0 ",,"13,997.9 ","19,587.1 ","5,589.2 ","537,438.5 ",,"523,241.6 ","403,632.2 ","119,609.4 ",,"134,334.3 ",,"524,395.7 ",,,,,,
10-12.,"516,566.7 ","288,421.6 ","282,658.0 ","233,621.4 ","21,842.9 ","83,141.2 ","6,696.4 ","95,321.8 ","25,078.7 ",100.2 ,"-4,036.1 ","75,499.0 ","79,535.1 ",,"12,487.7 ","17,740.0 ","5,252.3 ","529,054.4 ",,"520,602.8 ","400,102.1 ","120,500.7 ",,"130,062.9 ",,"509,770.1 ",,,,,,
2009/ 1- 3.,"492,221.4 ","284,240.1 ","278,450.1 ","229,388.0 ","19,740.2 ","77,026.8 ","-4,744.3 ","94,712.2 ","25,479.0 ",-59.1 ,"-4,173.5 ","53,438.4 ","57,611.9 ",,"11,625.5 ","16,106.8 ","4,481.3 ","503,846.8 ",,"496,394.9 ","376,262.8 ","120,132.1 ",,"122,246.0 ",,"497,024.7 ",,,,,,
4- 6.,"498,066.2 ","285,312.8 ","279,504.7 ","230,374.2 ","17,567.2 ","73,935.7 ","-4,475.5 ","95,395.0 ","26,978.6 ",23.2 ,"3,329.2 ","59,162.3 ","55,833.1 ",,"13,061.3 ","17,029.7 ","3,968.4 ","511,127.6 ",,"494,737.0 ","372,340.2 ","122,396.7 ",,"118,481.5 ",,"502,518.5 ",,,,,,
7- 9.,"493,730.5 ","285,357.4 ","279,543.8 ","230,374.6 ","16,218.5 ","71,460.6 ","-5,960.2 ","96,367.6 ","26,353.3 ",49.5 ,"3,883.7 ","64,720.3 ","60,836.6 ",,"12,446.5 ","16,301.5 ","3,855.1 ","506,176.9 ",,"489,846.8 ","367,076.4 ","122,770.4 ",,"114,032.4 ",,"499,641.2 ",,,,,,
10-12.,"496,189.4 ","285,843.2 ","280,003.5 ","230,802.9 ","15,689.1 ","70,659.5 ","-4,792.9 ","96,451.9 ","26,688.1 ",38.0 ,"5,612.5 ","68,475.0 ","62,862.5 ",,"12,379.2 ","15,954.8 ","3,575.6 ","508,568.6 ",,"490,576.9 ","367,398.9 ","123,178.0 ",,"113,036.7 ",,"500,944.4 ",,,,,,
2010/ 1- 3.,"501,493.3 ","286,544.4 ","280,656.8 ","231,431.4 ","16,561.9 ","71,249.8 ","-3,322.3 ","96,047.9 ","26,935.8 ",104.5 ,"7,371.4 ","73,207.0 ","65,835.6 ",,"13,349.6 ","17,293.7 ","3,944.1 ","514,842.9 ",,"494,121.9 ","371,033.7 ","123,088.2 ",,"114,747.4 ",,"504,711.1 ",,,,,,
4- 6.,"505,179.8 ","287,934.6 ","282,035.3 ","232,777.5 ","16,644.8 ","71,914.9 ","-1,245.0 ","97,298.6 ","25,505.8 ",-22.8 ,"7,148.9 ","76,654.5 ","69,505.6 ",,"13,014.9 ","17,269.3 ","4,254.4 ","518,194.7 ",,"498,030.9 ","375,249.3 ","122,781.6 ",,"114,065.6 ",,"506,447.6 ",,,,,,
