名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
7- 9.,"525,344.6 ","275,754.9 ","270,820.8 ","234,008.9 ","28,386.2 ","85,770.3 ","2,112.5 ","79,100.3 ","47,788.0 ",178.7 ,"6,253.6 ","46,803.4 ","40,549.8 ",,"4,914.3 ","19,953.1 ","15,038.8 ","530,258.9 ",,"519,091.0 ","392,023.9 ","127,067.1 ",,"161,944.5 ",,"523,053.4 ",,,,,,
10-12.,"526,984.5 ","277,846.1 ","272,868.5 ","235,689.3 ","28,943.2 ","86,906.1 ","1,000.2 ","79,652.6 ","47,966.7 ",221.8 ,"4,447.8 ","47,881.9 ","43,434.1 ",,"5,250.9 ","20,657.7 ","15,406.9 ","532,235.3 ",,"522,536.7 ","394,695.6 ","127,841.0 ",,"163,816.0 ",,"525,762.5 ",,,,,,
1996/ 1- 3.,"529,055.7 ","276,945.6 ","271,948.4 ","234,392.7 ","30,312.7 ","86,233.0 ","1,340.1 ","79,774.0 ","50,358.7 ",486.0 ,"3,605.7 ","48,837.2 ","45,231.5 ",,"6,081.1 ","12,752.8 ","6,671.8 ","535,136.8 ",,"525,450.0 ","394,831.3 ","130,618.7 ",,"166,904.4 ",,"527,229.7 ",,,,,,
4- 6.,"536,048.9 ","281,088.9 ","276,057.6 ","238,055.6 ","31,707.5 ","88,655.2 ","3,053.1 ","80,799.8 ","49,491.4 ",151.1 ,"1,101.8 ","48,942.4 ","47,840.6 ",,"6,808.3 ","12,950.5 ","6,142.3 ","542,857.1 ",,"534,947.0 ","404,504.7 ","130,442.3 ",,"169,854.2 ",,"532,844.7 ",,,,,,
7- 9.,"536,077.2 ","281,133.4 ","276,062.7 ","237,630.8 ","33,106.7 ","89,608.7 ","1,575.6 ","81,707.9 ","47,379.5 ",188.0 ,"1,377.5 ","49,657.9 ","48,280.4 ",,"6,396.1 ","12,336.6 ","5,940.5 ","542,473.3 ",,"534,699.7 ","405,424.4 ","129,275.3 ",,"170,094.9 ",,"534,313.6 ",,,,,,
10-12.,"541,098.1 ","284,227.9 ","279,145.3 ","240,266.5 ","33,987.9 ","89,691.8 ","2,493.2 ","82,119.4 ","46,425.4 ",231.0 ,"1,921.4 ","52,018.8 ","50,097.4 ",,"6,620.5 ","12,542.0 ","5,921.5 ","547,718.6 ",,"539,176.7 ","410,400.8 ","128,775.9 ",,"170,105.1 ",,"538,373.8 ",,,,,,
1997/ 1- 3.,"542,257.1 ","288,527.1 ","283,459.6 ","244,157.8 ","33,068.1 ","90,453.9 ",-620.8 ,"82,705.8 ","45,706.7 ",141.8 ,"2,274.5 ","55,132.8 ","52,858.3 ",,"7,264.8 ","13,412.5 ","6,147.7 ","549,521.9 ",,"539,982.6 ","411,428.3 ","128,554.3 ",,"169,228.7 ",,"542,736.0 ",,,,,,
4- 6.,"544,054.7 ","285,104.0 ","280,115.1 ","240,378.3 ","30,419.0 ","90,647.4 ","2,591.2 ","83,289.7 ","46,293.2 ",98.8 ,"5,611.3 ","56,890.7 ","51,279.4 ",,"7,421.7 ","13,476.5 ","6,054.8 ","551,476.4 ",,"538,443.4 ","408,761.7 ","129,681.7 ",,"167,359.6 ",,"541,364.7 ",,,,,,
7- 9.,"543,991.9 ","285,567.0 ","280,636.5 ","240,521.4 ","28,376.5 ","90,792.0 ","4,693.3 ","82,943.3 ","46,399.7 ",138.3 ,"5,081.9 ","55,287.3 ","50,205.4 ",,"6,356.4 ","12,577.1 ","6,220.7 ","550,348.3 ",,"538,910.0 ","409,428.7 ","129,481.3 ",,"165,568.1 ",,"539,160.4 ",,,,,,
10-12.,"544,939.1 ","284,743.5 ","279,720.2 ","239,267.0 ","27,020.6 ","92,824.3 ","3,920.1 ","83,676.5 ","43,972.5 ",406.5 ,"8,375.1 ","58,428.3 ","50,053.1 ",,"7,615.8 ","14,365.9 ","6,750.0 ","552,554.9 ",,"536,563.9 ","408,508.5 ","128,055.4 ",,"163,817.4 ",,"540,612.4 ",,,,,,
1998/ 1- 3.,"538,052.6 ","284,022.0 ","278,760.8 ","237,914.0 ","26,189.9 ","91,037.9 ","3,306.6 ","83,618.1 ","41,290.8 ",234.6 ,"8,352.7 ","56,882.2 ","48,529.5 ",,"7,229.2 ","13,573.2 ","6,344.0 ","545,281.8 ",,"529,699.9 ","404,556.4 ","125,143.5 ",,"158,518.6 ",,"534,511.4 ",,,,,,
4- 6.,"534,812.6 ","283,424.3 ","277,894.1 ","236,883.1 ","25,537.5 ","89,916.1 ","1,712.6 ","83,445.7 ","40,728.8 ",135.1 ,"9,912.5 ","56,686.5 ","46,774.0 ",,"6,108.7 ","12,699.0 ","6,590.3 ","540,921.3 ",,"524,900.1 ","400,590.5 ","124,309.6 ",,"156,182.4 ",,"532,964.9 ",,,,,,
7- 9.,"533,875.7 ","284,786.1 ","279,039.6 ","237,728.0 ","24,909.8 ","89,028.5 ",-473.1 ,"83,649.7 ","42,430.7 ",-67.6 ,"9,611.5 ","57,148.4 ","47,536.9 ",,"6,790.0 ","12,694.4 ","5,904.4 ","540,665.7 ",,"524,264.2 ","398,251.4 ","126,012.8 ",,"156,369.1 ",,"534,416.4 ",,,,,,
10-12.,"539,269.9 ","285,477.0 ","279,585.6 ","238,178.1 ","24,211.4 ","86,017.3 ","2,430.8 ","85,439.3 ","46,463.3 ",-544.3 ,"9,775.1 ","52,150.0 ","42,374.8 ",,"6,252.7 ","10,906.8 ","4,654.0 ","545,522.7 ",,"529,494.8 ","398,136.4 ","131,358.4 ",,"156,692.0 ",,"537,383.5 ",,,,,,
1999/ 1- 3.,"529,128.3 ","285,241.4 ","279,285.9 ","237,724.2 ","23,854.5 ","83,194.4 ","-3,543.9 ","85,294.5 ","46,350.3 ",-75.8 ,"8,812.9 ","50,677.5 ","41,864.7 ",,"5,558.9 ","10,613.5 ","5,054.5 ","534,687.3 ",,"520,315.5 ","388,746.5 ","131,569.0 ",,"153,399.2 ",,"532,748.1 ",,,,,,
4- 6.,"529,036.8 ","285,076.4 ","278,974.6 ","237,219.3 ","25,398.0 ","83,338.5 ","-3,852.9 ","85,849.0 ","45,347.4 ",-5.3 ,"7,885.7 ","51,698.9 ","43,813.2 ",,"6,702.7 ","10,903.4 ","4,200.7 ","535,739.5 ",,"521,151.1 ","389,960.0 ","131,191.2 ",,"154,083.9 ",,"532,895.0 ",,,,,,
7- 9.,"528,558.5 ","286,693.5 ","280,417.1 ","238,416.5 ","25,682.1 ","82,693.4 ","-3,378.7 ","85,564.9 ","43,954.1 ",1.8 ,"7,347.3 ","52,189.4 ","44,842.1 ",,"6,719.6 ","10,584.4 ","3,864.7 ","535,278.1 ",,"521,211.2 ","391,690.3 ","129,520.8 ",,"152,329.6 ",,"531,935.4 ",,,,,,
10-12.,"527,843.9 ","286,587.4 ","280,350.7 ","238,130.0 ","24,526.2 ","83,358.3 ","-3,515.4 ","85,918.0 ","43,681.0 ",-337.2 ,"7,625.5 ","52,769.2 ","45,143.7 ",,"7,093.2 ","10,836.1 ","3,742.9 ","534,937.0 ",,"520,218.4 ","390,956.5 ","129,261.8 ",,"151,565.5 ",,"531,696.4 ",,,,,,
2000/ 1- 3.,"535,117.1 ","287,771.9 ","281,809.0 ","239,362.7 ","24,882.7 ","86,691.9 ","-1,606.9 ","87,357.6 ","41,478.0 ",152.0 ,"8,389.9 ","54,638.7 ","46,248.7 ",,"6,781.8 ","11,235.7 ","4,453.9 ","541,898.9 ",,"526,727.2 ","397,739.6 ","128,987.6 ",,"153,052.6 ",,"536,572.0 ",,,,,,
4- 6.,"535,390.4 ","286,383.8 ","280,779.3 ","238,099.0 ","25,384.3 ","84,798.8 ","1,202.1 ","88,273.7 ","41,058.0 ",39.3 ,"8,250.4 ","55,494.4 ","47,244.0 ",,"8,189.0 ","12,037.8 ","3,848.8 ","543,579.4 ",,"527,140.0 ","397,769.0 ","129,371.0 ",,"151,241.1 ",,"534,149.0 ",,,,,,
7- 9.,"534,405.7 ","286,309.4 ","280,961.5 ","238,090.1 ","24,993.0 ","87,439.4 ","-1,154.2 ","89,286.3 ","40,311.0 ",-35.2 ,"7,256.0 ","56,544.6 ","49,288.6 ",,"8,087.7 ","12,067.0 ","3,979.2 ","542,493.4 ",,"527,149.7 ","397,587.6 ","129,562.1 ",,"152,743.4 ",,"535,595.1 ",,,,,,
10-12.,"537,833.2 ","288,780.7 ","283,477.1 ","240,365.4 ","25,376.4 ","89,570.0 ",160.6 ,"89,542.7 ","38,840.0 ",-68.4 ,"5,631.2 ","57,596.3 ","51,965.1 ",,"8,097.6 ","12,486.9 ","4,389.3 ","545,930.8 ",,"532,202.0 ","403,887.6 ","128,314.3 ",,"153,786.3 ",,"537,741.0 ",,,,,,
2001/ 1- 3.,"542,579.0 ","290,598.3 ","285,138.9 ","241,907.8 ","25,325.5 ","89,305.8 ","1,979.7 ","91,120.6 ","40,554.8 ",24.4 ,"3,669.8 ","56,140.4 ","52,470.6 ",,"8,397.1 ","12,862.7 ","4,465.5 ","550,976.1 ",,"538,909.2 ","407,209.3 ","131,699.8 ",,"155,186.1 ",,"540,574.9 ",,,,,,
4- 6.,"534,294.1 ","290,678.3 ","285,011.6 ","241,454.5 ","23,880.5 ","86,292.0 ","2,236.0 ","91,173.3 ","38,104.7 ",-174.5 ,"2,103.8 ","53,952.7 ","51,848.9 ",,"8,152.7 ","12,380.5 ","4,227.7 ","542,446.8 ",,"532,190.3 ","403,086.8 ","129,103.5 ",,"148,277.2 ",,"532,232.6 ",,,,,,
7- 9.,"526,966.5 ","289,431.9 ","283,646.4 ","239,888.7 ","23,567.8 ","84,252.2 ","-2,097.9 ","91,675.4 ","37,781.4 ",-211.0 ,"2,566.7 ","52,389.4 ","49,822.8 ",,"8,011.0 ","12,007.9 ","3,996.9 ","534,977.5 ",,"524,399.8 ","395,154.1 ","129,245.7 ",,"145,601.4 ",,"529,275.4 ",,,,,,
10-12.,"523,941.8 ","287,357.8 ","281,574.2 ","237,620.4 ","23,602.1 ","80,422.9 ",-996.2 ,"92,347.0 ","36,750.9 ",-30.7 ,"4,487.9 ","51,977.6 ","47,489.7 ",,"8,485.3 ","11,979.5 ","3,494.2 ","532,427.0 ",,"519,453.9 ","390,386.6 ","129,067.2 ",,"140,775.9 ",,"524,968.6 ",,,,,,
2002/ 1- 3.,"525,477.0 ","288,391.8 ","282,737.5 ","238,651.1 ","23,313.5 ","79,517.7 ","-3,282.1 ","94,541.0 ","37,079.7 ",-91.3 ,"6,006.7 ","54,787.0 ","48,780.3 ",,"8,289.9 ","11,466.6 ","3,176.7 ","533,766.8 ",,"519,470.2 ","387,940.9 ","131,529.3 ",,"139,910.9 ",,"528,850.4 ",,,,,,
4- 6.,"524,280.1 ","289,726.5 ","284,272.6 ","240,161.6 ","23,274.7 ","77,841.0 ","-2,482.2 ","92,491.1 ","35,926.3 ",-25.9 ,"7,528.7 ","57,278.1 ","49,749.5 ",,"7,452.6 ","10,778.5 ","3,326.0 ","531,732.6 ",,"516,751.4 ","388,360.0 ","128,391.4 ",,"137,041.9 ",,"526,788.1 ",,,,,,
7- 9.,"524,149.3 ","289,309.6 ","284,000.3 ","239,752.3 ","23,235.8 ","78,635.4 ","-1,520.5 ","93,021.2 ","35,673.8 ",-50.0 ,"5,843.9 ","55,946.8 ","50,102.8 ",,"7,590.8 ","11,058.2 ","3,467.4 ","531,740.0 ",,"518,305.3 ","389,660.3 ","128,645.1 ",,"137,545.0 ",,"525,719.7 ",,,,,,
10-12.,"524,429.0 ","287,920.5 ","282,606.0 ","238,238.0 ","22,894.3 ","78,430.7 ",318.7 ,"92,770.1 ","35,100.0 ",-156.8 ,"7,151.5 ","59,592.6 ","52,441.1 ",,"7,208.5 ","10,584.0 ","3,375.5 ","531,637.6 ",,"517,277.5 ","389,564.2 ","127,713.3 ",,"136,425.1 ",,"524,267.2 ",,,,,,
2003/ 1- 3.,"521,381.5 ","288,521.1 ","283,051.2 ","238,537.7 ","22,768.8 ","78,088.4 ",-352.8 ,"92,642.3 ","33,995.4 ",-67.7 ,"5,786.2 ","58,664.0 ","52,877.9 ",,"7,803.3 ","10,987.5 ","3,184.1 ","529,184.9 ",,"515,595.4 ","389,025.4 ","126,569.9 ",,"134,852.6 ",,"521,802.0 ",,,,,,
4- 6.,"524,563.6 ","286,838.0 ","281,180.2 ","236,477.7 ","22,840.0 ","78,712.7 ",-784.0 ,"94,409.0 ","33,998.7 ",71.2 ,"8,478.1 ","58,917.0 ","50,439.0 ",,"8,031.4 ","10,999.4 ","2,968.0 ","532,595.1 ",,"516,085.6 ","387,606.7 ","128,478.8 ",,"135,551.3 ",,"525,276.4 ",,,,,,
7- 9.,"524,354.9 ","286,262.8 ","280,485.6 ","235,587.0 ","23,400.9 ","77,186.4 ","1,672.9 ","93,875.5 ","33,106.9 ",-86.0 ,"8,935.3 ","60,549.8 ","51,614.5 ",,"9,530.1 ","12,390.6 ","2,860.5 ","533,885.1 ",,"515,419.6 ","388,523.1 ","126,896.5 ",,"133,694.3 ",,"522,767.9 ",,,,,,
10-12.,"526,386.4 ","289,330.5 ","283,515.1 ","238,504.2 ","23,008.6 ","79,970.6 ",-879.3 ,"92,644.3 ","32,320.3 ",-315.8 ,"10,307.4 ","61,932.4 ","51,625.0 ",,"8,474.3 ","11,202.1 ","2,727.8 ","534,860.7 ",,"516,079.0 ","391,430.3 ","124,648.7 ",,"135,299.4 ",,"527,581.6 ",,,,,,
2004/ 1- 3.,"529,333.5 ","289,328.3 ","283,561.7 ","238,249.3 ","23,334.9 ","79,463.7 ","2,771.6 ","93,253.2 ","30,911.2 ",-326.4 ,"10,597.1 ","64,858.6 ","54,261.4 ",,"9,488.4 ","12,197.3 ","2,708.9 ","538,821.8 ",,"518,736.3 ","394,898.4 ","123,837.9 ",,"133,709.8 ",,"526,888.3 ",,,,,,
4- 6.,"527,682.0 ","289,052.4 ","283,358.1 ","237,841.2 ","23,766.8 ","79,091.3 ",768.4 ,"93,501.3 ","30,710.1 ",97.4 ,"10,694.4 ","67,356.1 ","56,661.8 ",,"10,201.8 ","13,111.9 ","2,910.0 ","537,883.9 ",,"516,987.6 ","392,678.8 ","124,308.8 ",,"133,568.2 ",,"526,816.2 ",,,,,,
7- 9.,"530,491.2 ","290,762.9 ","285,103.8 ","239,396.0 ","23,863.0 ","79,950.4 ","1,874.9 ","93,854.7 ","30,200.3 ",88.9 ,"9,896.2 ","68,726.8 ","58,830.7 ",,"10,478.0 ","13,614.8 ","3,136.8 ","540,969.2 ",,"520,595.0 ","396,451.1 ","124,143.9 ",,"134,013.7 ",,"528,527.4 ",,,,,,
10-12.,"529,869.7 ","289,411.8 ","283,737.1 ","237,811.9 ","23,911.2 ","81,412.0 ","1,503.3 ","94,387.0 ","29,918.0 ",186.8 ,"9,139.6 ","69,550.9 ","60,411.4 ",,"10,923.2 ","14,238.1 ","3,314.8 ","540,792.9 ",,"520,730.1 ","396,238.3 ","124,491.9 ",,"135,241.2 ",,"528,179.6 ",,,,,,
2005/ 1- 3.,"529,898.7 ","290,130.5 ","284,401.0 ","238,266.3 ","23,518.1 ","83,434.1 ","1,338.7 ","94,139.6 ","29,288.3 ",160.8 ,"7,888.5 ","68,306.0 ","60,417.5 ",,"10,423.9 ","14,358.2 ","3,934.3 ","540,322.6 ",,"522,010.2 ","398,421.5 ","123,588.7 ",,"136,240.5 ",,"528,399.1 ",,,,,,
4- 6.,"531,382.4 ","290,987.3 ","285,180.3 ","238,834.8 ","23,394.7 ","86,358.1 ","1,111.8 ","94,414.3 ","27,516.8 ",-2.5 ,"7,601.9 ","71,579.0 ","63,977.1 ",,"11,660.9 ","15,806.4 ","4,145.5 ","543,043.3 ",,"523,780.5 ","401,851.9 ","121,928.7 ",,"137,269.6 ",,"530,273.1 ",,,,,,
7- 9.,"534,648.1 ","293,087.4 ","287,214.5 ","240,637.8 ","23,863.0 ","88,052.4 ",711.8 ,"94,459.1 ","28,069.8 ",24.6 ,"6,380.1 ","74,522.6 ","68,142.5 ",,"12,356.7 ","16,545.1 ","4,188.3 ","547,004.8 ",,"528,268.0 ","405,714.6 ","122,553.4 ",,"139,985.1 ",,"533,911.7 ",,,,,,
10-12.,"534,653.6 ","293,190.9 ","287,276.0 ","240,407.1 ","24,217.4 ","86,856.2 ",107.9 ,"94,744.4 ","27,565.0 ",39.0 ,"7,933.0 ","79,521.4 ","71,588.4 ",,"13,262.9 ","18,002.4 ","4,739.5 ","547,916.5 ",,"526,720.6 ","404,372.3 ","122,348.3 ",,"138,638.5 ",,"534,506.7 ",,,,,,
2006/ 1- 3.,"534,493.2 ","295,073.0 ","289,143.9 ","242,096.1 ","24,040.3 ","86,659.1 ",-199.1 ,"94,268.9 ","28,464.6 ",27.6 ,"6,158.9 ","81,037.6 ","74,878.7 ",,"14,010.9 ","19,170.8 ","5,159.9 ","548,504.1 ",,"528,334.3 ","405,573.3 ","122,761.1 ",,"139,163.9 ",,"534,664.7 ",,,,,,
4- 6.,"534,124.3 ","294,226.9 ","288,258.1 ","241,016.1 ","24,099.0 ","88,077.4 ",-218.0 ,"94,285.7 ","27,410.4 ",-38.6 ,"6,281.5 ","82,096.7 ","75,815.2 ",,"13,879.3 ","19,413.5 ","5,534.2 ","548,003.6 ",,"527,842.8 ","406,185.3 ","121,657.5 ",,"139,586.8 ",,"534,380.9 ",,,,,,
7- 9.,"532,372.8 ","292,513.2 ","286,494.6 ","239,124.1 ","24,260.0 ","88,166.5 ",601.8 ,"94,094.6 ","26,048.8 ",23.4 ,"6,664.5 ","85,045.6 ","78,381.1 ",,"14,500.2 ","20,181.1 ","5,681.0 ","546,873.0 ",,"525,708.3 ","405,541.5 ","120,166.8 ",,"138,475.3 ",,"531,747.6 ",,,,,,
10-12.,"539,689.6 ","296,145.3 ","290,124.6 ","242,572.4 ","24,335.6 ","89,801.9 ",669.4 ,"93,938.1 ","26,414.6 ",-32.2 ,"8,417.0 ","86,695.3 ","78,278.3 ",,"15,328.1 ","21,638.3 ","6,310.3 ","555,017.7 ",,"531,272.7 ","410,952.2 ","120,320.5 ",,"140,552.0 ",,"539,052.4 ",,,,,,
2007/ 1- 3.,"541,888.3 ","295,644.2 ","289,669.4 ","241,880.3 ","24,124.8 ","89,957.2 ","2,405.0 ","94,045.3 ","26,352.9 ",-55.7 ,"9,414.6 ","89,792.0 ","80,377.4 ",,"16,363.6 ","23,077.0 ","6,713.4 ","558,251.9 ",,"532,473.7 ","412,131.1 ","120,342.6 ",,"140,434.9 ",,"539,539.0 ",,,,,,
4- 6.,"542,272.4 ","297,222.4 ","291,297.9 ","243,321.6 ","23,840.2 ","89,122.8 ","1,044.5 ","95,366.2 ","25,802.1 ",137.9 ,"9,736.3 ","93,531.6 ","83,795.3 ",,"17,109.7 ","23,374.7 ","6,265.0 ","559,382.1 ",,"532,536.1 ","411,229.9 ","121,306.2 ",,"138,765.0 ",,"541,090.0 ",,,,,,
7- 9.,"536,672.9 ","294,267.2 ","288,379.1 ","240,192.9 ","21,909.7 ","87,921.7 ","1,397.7 ","94,810.1 ","25,502.6 ",42.8 ,"10,821.2 ","94,376.6 ","83,555.4 ",,"15,352.5 ","23,395.1 ","8,042.6 ","552,025.4 ",,"525,851.7 ","405,496.2 ","120,355.4 ",,"135,334.0 ",,"535,232.4 ",,,,,,
10-12.,"536,450.9 ","295,777.7 ","289,918.3 ","241,547.6 ","19,576.1 ","87,928.6 ","2,938.4 ","96,011.2 ","26,188.4 ",63.5 ,"7,967.0 ","95,221.8 ","87,254.8 ",,"17,169.4 ","24,275.9 ","7,106.6 ","553,620.2 ",,"528,483.9 ","406,220.8 ","122,263.1 ",,"133,693.1 ",,"533,449.0 ",,,,,,
2008/ 1- 3.,"537,465.2 ","298,082.9 ","292,242.0 ","243,631.7 ","20,310.1 ","88,863.5 ","1,660.0 ","96,011.1 ","25,736.5 ",170.8 ,"6,630.3 ","95,201.0 ","88,570.7 ",,"16,630.5 ","22,794.2 ","6,163.7 ","554,095.7 ",,"530,834.9 ","408,916.5 ","121,918.4 ",,"134,910.1 ",,"535,634.4 ",,,,,,
4- 6.,"533,928.5 ","294,964.8 ","289,163.2 ","240,390.8 ","21,443.5 ","87,913.5 ","4,704.7 ","95,009.2 ","25,112.8 ",-39.3 ,"4,819.2 ","95,617.3 ","90,798.1 ",,"13,147.4 ","19,175.1 ","6,027.7 ","547,075.8 ",,"529,109.3 ","409,026.6 ","120,082.7 ",,"134,469.9 ",,"529,263.0 ",,,,,,
7- 9.,"523,412.6 ","295,543.8 ","289,778.6 ","240,760.5 ","22,172.9 ","86,788.2 ",-867.8 ,"94,323.6 ","25,373.4 ",-87.7 ,166.1 ,"98,423.8 ","98,257.7 ",,"13,997.9 ","19,587.1 ","5,589.2 ","537,410.5 ",,"523,246.5 ","403,637.1 ","119,609.4 ",,"134,334.5 ",,"524,368.1 ",,,,,,
10-12.,"516,572.2 ","288,417.6 ","282,654.1 ","233,617.4 ","21,842.5 ","83,141.2 ","6,696.2 ","95,321.8 ","25,078.7 ",100.2 ,"-4,026.0 ","75,497.8 ","79,523.9 ",,"12,487.7 ","17,740.0 ","5,252.3 ","529,059.9 ",,"520,598.2 ","400,097.5 ","120,500.7 ",,"130,062.5 ",,"509,775.8 ",,,,,,
2009/ 1- 3.,"492,223.2 ","284,234.8 ","278,444.8 ","229,382.7 ","19,740.2 ","77,026.8 ","-4,743.7 ","94,712.2 ","25,479.0 ",-59.1 ,"-4,167.1 ","53,435.9 ","57,603.0 ",,"11,625.5 ","16,106.8 ","4,481.3 ","503,848.7 ",,"496,390.2 ","376,258.1 ","120,132.1 ",,"122,246.1 ",,"497,026.0 ",,,,,,
4- 6.,"498,076.7 ","285,317.8 ","279,509.6 ","230,379.1 ","17,567.4 ","73,935.7 ","-4,475.5 ","95,395.0 ","26,978.5 ",23.2 ,"3,334.7 ","59,164.6 ","55,829.9 ",,"13,061.3 ","17,029.7 ","3,968.4 ","511,138.1 ",,"494,742.0 ","372,345.3 ","122,396.7 ",,"118,481.6 ",,"502,529.1 ",,,,,,
7- 9.,"493,716.2 ","285,362.9 ","279,549.3 ","230,380.0 ","16,218.6 ","71,460.6 ","-5,960.5 ","96,367.6 ","26,353.3 ",49.5 ,"3,864.2 ","64,721.8 ","60,857.7 ",,"12,446.4 ","16,301.5 ","3,855.1 ","506,162.7 ",,"489,852.0 ","367,081.7 ","122,770.4 ",,"114,032.5 ",,"499,627.2 ",,,,,,
10-12.,"496,190.7 ","285,837.9 ","279,998.2 ","230,797.5 ","15,688.9 ","70,659.4 ","-4,793.2 ","96,451.9 ","26,688.1 ",38.0 ,"5,619.6 ","68,473.6 ","62,853.9 ",,"12,379.2 ","15,954.8 ","3,575.6 ","508,569.9 ",,"490,571.1 ","367,393.0 ","123,178.0 ",,"113,036.5 ",,"500,945.9 ",,,,,,
2010/ 1- 3.,"501,493.8 ","286,538.8 ","280,651.2 ","231,425.8 ","16,561.9 ","71,249.8 ","-3,321.8 ","96,047.9 ","26,935.8 ",104.5 ,"7,376.9 ","73,203.3 ","65,826.4 ",,"13,349.6 ","17,293.7 ","3,944.1 ","514,843.5 ",,"494,116.9 ","371,028.7 ","123,088.2 ",,"114,747.5 ",,"504,711.1 ",,,,,,
4- 6.,"505,194.0 ","287,940.8 ","282,041.5 ","232,783.7 ","16,644.9 ","71,914.9 ","-1,245.0 ","97,298.6 ","25,505.8 ",-22.8 ,"7,156.8 ","76,659.5 ","69,502.7 ",,"13,014.9 ","17,269.3 ","4,254.4 ","518,208.9 ",,"498,037.2 ","375,255.6 ","122,781.6 ",,"114,065.6 ",,"506,461.9 ",,,,,,
