実質季節調整系列,,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,,,(単位:2015暦年連鎖価格、10億円),,,
"Real, Seasonally Adjusted Series",,,,,,,,,,,,,,,,<cf>,,,,,,,,,,,,,(Billions of Chained (2015) Yen),,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,開差,,交易利得,国内総所得,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,
10-12.,"506,537.8 ","282,696.3 ","277,294.7 ","231,009.1 ","22,258.4 ","81,265.3 ","7,081.2 ","93,596.0 ","25,562.9 ",52.0 ,"-5,564.1 ","77,471.6 ","83,035.8 ",-410.3 ,,"1,387.5 ","507,925.2 ","12,328.5 ","17,482.4 ","5,153.9 ","520,253.7 ",,"512,792.3 ","393,512.7 ","119,182.5 ",,"129,066.6 ",,"498,952.0 ",,,
2009/ 1- 3.,"482,240.0 ","281,377.4 ","275,878.3 ","229,412.6 ","20,328.5 ","76,332.6 ","-3,458.4 ","93,943.5 ","26,355.5 ",-92.3 ,"-11,927.9 ","57,719.9 ","69,647.8 ",-619.0 ,,"7,155.3 ","489,395.3 ","11,655.7 ","16,104.4 ","4,448.7 ","501,051.1 ",,"494,718.0 ","374,580.1 ","120,111.7 ",,"122,956.3 ",,"485,707.3 ",,,
4- 6.,"491,562.1 ","283,833.6 ","278,241.4 ","231,648.1 ","18,338.8 ","73,967.1 ","-4,342.0 ","95,242.4 ","28,356.0 ",7.8 ,"-3,692.8 ","62,989.3 ","66,682.1 ",-148.8 ,,"7,452.4 ","499,014.5 ","13,116.9 ","17,075.9 ","3,959.0 ","512,131.4 ",,"495,354.3 ","371,878.3 ","123,490.6 ",,"120,567.4 ",,"495,771.1 ",,,
7- 9.,"491,271.4 ","285,931.8 ","280,271.6 ","233,558.5 ","17,066.2 ","71,962.2 ","-6,348.0 ","96,216.4 ","27,879.6 ",4.6 ,"-1,255.6 ","69,062.0 ","70,317.6 ",-185.8 ,,"5,544.8 ","496,816.2 ","12,533.4 ","16,397.5 ","3,864.1 ","509,349.6 ",,"492,673.8 ","368,698.9 ","124,002.9 ",,"116,834.3 ",,"497,543.8 ",,,
10-12.,"497,483.6 ","287,736.2 ","282,012.8 ","235,168.7 ","16,549.1 ","71,283.8 ","-4,967.1 ","96,435.3 ","28,261.2 ",28.6 ,"2,287.9 ","74,004.5 ","71,716.6 ",-131.3 ,,"3,940.4 ","501,424.0 ","12,512.8 ","16,106.7 ","3,593.9 ","513,936.8 ",,"495,352.4 ","370,756.2 ","124,620.9 ",,"116,011.4 ",,"502,291.9 ",,,
2010/ 1- 3.,"502,772.2 ","288,872.0 ","283,090.0 ","236,103.5 ","17,455.1 ","71,738.5 ","-3,538.9 ","95,607.7 ","28,375.7 ",93.6 ,"4,639.6 ","78,403.7 ","73,764.1 ",-471.0 ,,"3,441.6 ","506,213.8 ","13,547.2 ","17,515.9 ","3,968.8 ","519,760.9 ",,"498,557.7 ","374,613.2 ","123,955.8 ",,"117,463.1 ",,"506,148.1 ",,,
4- 6.,"508,688.8 ","290,918.0 ","285,110.0 ","237,991.0 ","17,579.9 ","72,562.3 ",-897.3 ,"97,360.2 ","26,912.0 ",-15.1 ,"4,627.6 ","82,199.3 ","77,571.7 ",-358.9 ,,"3,194.8 ","511,883.6 ","13,213.6 ","17,505.0 ","4,291.4 ","525,097.2 ",,"504,408.8 ","380,202.8 ","124,207.2 ",,"117,000.0 ",,"509,617.7 ",,,
7- 9.,"517,853.3 ","295,314.6 ","289,482.5 ","242,255.2 ","17,768.7 ","73,433.9 ","2,306.7 ","97,760.7 ","26,621.8 ",-146.7 ,"5,299.5 ","84,441.7 ","79,142.2 ",-506.0 ,,"2,607.9 ","520,461.2 ","13,997.4 ","18,117.4 ","4,120.0 ","534,458.6 ",,"513,028.7 ","388,819.0 ","124,195.9 ",,"117,786.7 ",,"515,799.7 ",,,
10-12.,"513,734.9 ","290,347.6 ","284,408.0 ","236,942.3 ","18,347.4 ","73,334.7 ","2,568.7 ","98,271.3 ","26,056.6 ",-51.3 ,"5,324.2 ","84,770.3 ","79,446.1 ",-464.2 ,,"1,011.0 ","514,745.9 ","14,277.2 ","18,615.6 ","4,338.4 ","529,023.2 ",,"508,842.1 ","384,569.0 ","124,267.6 ",,"117,701.4 ",,"511,312.1 ",,,
2011/ 1- 3.,"508,368.0 ","285,638.3 ","279,513.1 ","231,906.1 ","18,978.1 ","75,030.4 ","1,027.9 ","98,799.8 ","25,610.6 ",-44.6 ,"3,558.0 ","84,031.4 ","80,473.4 ",-230.4 ,,"-1,322.1 ","507,045.9 ","14,985.6 ","19,281.7 ","4,296.1 ","522,031.5 ",,"505,027.9 ","380,639.1 ","124,382.5 ",,"119,603.8 ",,"507,443.9 ",,,
4- 6.,"503,897.0 ","287,664.5 ","281,341.8 ","233,807.5 ","18,615.1 ","73,671.0 ",595.3 ,"99,271.4 ","26,337.2 ",-5.5 ,"-2,482.7 ","77,705.1 ","80,187.8 ",230.6 ,,"-3,809.7 ","500,087.3 ","14,937.7 ","19,053.5 ","4,115.8 ","515,025.0 ",,"506,144.0 ","380,537.8 ","125,599.3 ",,"118,576.3 ",,"503,341.4 ",,,
7- 9.,"516,081.7 ","292,171.6 ","285,683.2 ","238,020.9 ","19,392.7 ","75,408.0 ","1,848.2 ","99,638.5 ","25,553.1 ",48.7 ,"2,070.6 ","84,964.4 ","82,893.8 ",-49.7 ,,"-4,926.8 ","511,154.8 ","14,876.1 ","19,012.4 ","4,136.3 ","526,030.9 ",,"514,083.2 ","388,807.3 ","125,277.5 ",,"120,331.2 ",,"514,206.8 ",,,
10-12.,"515,417.0 ","293,835.4 ","287,212.8 ","239,385.9 ","19,056.9 ","78,368.2 ",718.6 ,"99,963.4 ","24,711.9 ",-19.9 ,"-1,473.9 ","82,703.1 ","84,177.0 ",256.3 ,,"-5,472.7 ","509,944.2 ","14,062.1 ","18,215.1 ","4,153.0 ","524,006.3 ",,"516,699.6 ","391,982.7 ","124,723.8 ",,"122,186.5 ",,"514,746.9 ",,,
2012/ 1- 3.,"522,615.8 ","295,086.7 ","288,367.4 ","240,362.7 ","18,795.6 ","78,458.0 ","3,439.7 ","100,944.2 ","26,110.3 ",-1.4 ,-341.5 ,"85,278.3 ","85,619.8 ",124.3 ,,"-5,814.0 ","516,801.9 ","14,002.8 ","18,235.6 ","4,232.7 ","530,804.7 ",,"522,928.6 ","395,850.7 ","127,081.3 ",,"123,386.3 ",,"519,130.3 ",,,
4- 6.,"517,829.4 ","295,639.8 ","288,791.8 ","240,606.9 ","19,264.0 ","78,309.7 ",335.4 ,"100,711.2 ","26,490.6 ",54.1 ,"-3,095.8 ","84,528.1 ","87,624.0 ",120.3 ,,"-5,859.0 ","511,970.4 ","14,006.6 ","18,667.8 ","4,661.2 ","525,977.0 ",,"520,794.8 ","393,518.1 ","127,276.9 ",,"124,063.9 ",,"517,486.8 ",,,
7- 9.,"515,818.2 ","295,511.9 ","288,518.8 ","240,165.8 ","19,635.5 ","77,718.0 ","1,408.2 ","101,017.5 ","25,957.5 ",80.1 ,"-5,921.1 ","81,481.9 ","87,403.0 ",410.5 ,,"-4,043.6 ","511,774.6 ","14,395.7 ","18,520.1 ","4,124.5 ","526,170.3 ",,"521,354.7 ","394,255.2 ","127,102.2 ",,"123,303.6 ",,"514,340.7 ",,,
10-12.,"515,452.3 ","296,772.6 ","289,717.8 ","241,189.6 ","20,083.0 ","77,534.2 ",-252.0 ,"101,713.6 ","25,476.2 ",2.1 ,"-6,418.7 ","78,692.1 ","85,110.8 ",541.4 ,,"-4,801.3 ","510,651.0 ","14,640.6 ","19,364.8 ","4,724.2 ","525,291.6 ",,"521,309.9 ","394,066.9 ","127,244.8 ",,"123,082.4 ",,"515,781.6 ",,,
2013/ 1- 3.,"522,682.7 ","301,250.2 ","294,219.1 ","245,535.9 ","20,303.4 ","77,475.9 ",325.7 ,"101,507.8 ","25,847.2 ",-131.4 ,"-4,276.1 ","81,212.9 ","85,489.0 ",379.8 ,,"-6,115.9 ","516,566.8 ","15,963.7 ","21,119.0 ","5,155.3 ","532,530.5 ",,"526,513.5 ","399,298.3 ","127,224.1 ",,"123,602.3 ",,"522,587.4 ",,,
4- 6.,"527,347.7 ","303,501.5 ","296,436.7 ","247,583.5 ","20,476.0 ","80,132.2 ","-2,386.5 ","102,868.3 ","26,789.9 ",41.8 ,"-4,365.4 ","83,951.2 ","88,316.6 ",289.9 ,,"-5,532.1 ","521,815.7 ","19,819.8 ","25,780.6 ","5,960.8 ","541,635.5 ",,"531,364.8 ","401,641.0 ","129,724.9 ",,"127,384.6 ",,"529,793.6 ",,,
7- 9.,"532,356.1 ","305,102.2 ","297,968.8 ","248,922.3 ","21,279.0 ","81,276.0 ",-476.0 ,"102,880.1 ","28,272.7 ",-86.1 ,"-6,207.5 ","83,852.3 ","90,059.8 ",315.6 ,,"-5,822.7 ","526,533.4 ","17,895.5 ","24,649.9 ","6,754.4 ","544,428.9 ",,"538,119.4 ","407,110.1 ","131,012.4 ",,"130,784.0 ",,"533,006.6 ",,,
10-12.,"531,693.9 ","304,572.6 ","297,512.7 ","248,344.2 ","22,031.9 ","81,863.4 ",61.6 ,"103,109.3 ","28,764.9 ",78.8 ,"-9,191.2 ","83,531.9 ","92,723.2 ",402.6 ,,"-7,188.5 ","524,505.3 ","18,109.5 ","24,469.3 ","6,359.9 ","542,614.8 ",,"540,384.6 ","408,451.4 ","131,934.2 ",,"132,600.0 ",,"531,575.5 ",,,
2014/ 1- 3.,"536,197.4 ","310,658.9 ","303,821.4 ","254,661.0 ","22,345.1 ","83,959.5 ","-2,355.7 ","103,414.2 ","28,111.0 ",72.8 ,"-9,844.8 ","88,652.5 ","98,497.4 ",-163.4 ,,"-8,814.7 ","527,382.6 ","18,010.4 ","25,332.6 ","7,322.1 ","545,393.1 ",,"546,051.4 ","414,454.9 ","131,604.9 ",,"134,382.9 ",,"538,618.0 ",,,
4- 6.,"526,392.2 ","295,352.9 ","288,849.3 ","239,541.9 ","20,443.0 ","82,290.6 ","2,515.1 ","103,088.5 ","27,083.2 ",93.3 ,"-4,597.3 ","89,828.4 ","94,425.7 ",122.8 ,,"-7,363.0 ","519,029.2 ","17,984.8 ","25,586.8 ","7,602.0 ","537,014.0 ",,"530,985.8 ","400,674.4 ","130,310.0 ",,"129,814.3 ",,"523,653.5 ",,,
7- 9.,"526,806.5 ","297,909.3 ","291,676.1 ","242,381.5 ","19,410.0 ","82,786.8 ",-100.4 ,"103,766.7 ","27,886.5 ",138.7 ,"-4,884.9 ","91,196.7 ","96,081.5 ",-106.1 ,,"-7,456.2 ","519,350.4 ","19,840.0 ","27,622.4 ","7,782.4 ","539,190.4 ",,"531,855.2 ","400,002.2 ","131,846.5 ",,"130,086.6 ",,"526,745.2 ",,,
10-12.,"529,241.5 ","298,451.7 ","292,214.7 ","242,902.6 ","19,452.2 ","83,409.8 ","-1,349.1 ","104,019.1 ","28,061.2 ",5.0 ,"-2,574.2 ","93,897.9 ","96,472.1 ",-234.3 ,,"-6,336.7 ","522,904.8 ","22,415.8 ","30,781.7 ","8,365.9 ","545,320.6 ",,"532,008.0 ","399,915.4 ","132,085.8 ",,"130,925.3 ",,"530,678.2 ",,,
2015/ 1- 3.,"537,576.2 ","300,016.3 ","293,509.5 ","244,172.2 ","19,968.4 ","87,585.2 ",12.3 ,"105,000.4 ","26,737.5 ",88.1 ,"-1,769.5 ","95,323.7 ","97,093.2 ",-62.5 ,,"-1,840.4 ","535,735.8 ","20,195.6 ","28,546.6 ","8,351.0 ","555,931.5 ",,"539,425.7 ","407,558.1 ","131,866.4 ",,"134,295.6 ",,"537,477.9 ",,,
4- 6.,"538,291.1 ","300,267.4 ","293,471.2 ","244,112.6 ","20,355.1 ","86,423.1 ","2,478.0 ","105,131.4 ","26,467.0 ",-74.1 ,"-2,925.1 ","92,084.5 ","95,009.5 ",168.2 ,,-372.0 ,"537,919.1 ","21,492.2 ","29,990.5 ","8,498.3 ","559,411.3 ",,"541,076.7 ","409,564.9 ","131,513.2 ",,"133,245.3 ",,"535,839.8 ",,,
7- 9.,"538,712.9 ","301,084.6 ","294,105.9 ","244,734.7 ","20,457.3 ","87,617.8 ",981.9 ,"105,624.1 ","26,515.8 ",-104.7 ,"-3,379.1 ","94,405.5 ","97,784.6 ",-84.6 ,,769.6 ,"539,482.6 ","21,126.3 ","30,255.1 ","9,128.8 ","560,608.8 ",,"542,149.2 ","410,134.6 ","132,016.1 ",,"134,589.8 ",,"537,863.8 ",,,
10-12.,"537,821.9 ","299,061.6 ","291,950.5 ","242,552.9 ","20,438.4 ","87,446.4 ","1,027.6 ","106,485.6 ","27,199.1 ",-75.7 ,"-3,740.1 ","93,479.6 ","97,219.6 ",-21.1 ,,"1,499.8 ","539,321.7 ","22,068.0 ","31,469.9 ","9,401.9 ","561,389.7 ",,"541,564.4 ","407,963.8 ","133,598.8 ",,"135,080.5 ",,"536,887.3 ",,,
2016/ 1- 3.,"541,912.1 ","299,349.2 ","292,157.9 ","242,731.8 ","20,434.3 ","86,890.5 ","1,180.3 ","107,759.3 ","27,972.2 ",13.1 ,"-1,679.5 ","94,182.6 ","95,862.1 ",-7.1 ,,"5,597.8 ","547,509.8 ","20,241.7 ","29,405.9 ","9,164.2 ","567,751.6 ",,"543,580.2 ","407,840.7 ","135,738.6 ",,"135,295.1 ",,"540,739.2 ",,,
4- 6.,"541,132.5 ","297,536.6 ","290,232.0 ","240,783.8 ","21,021.8 ","87,093.1 ","2,915.0 ","106,849.3 ","27,087.4 ",-197.0 ,"-1,175.0 ","93,552.5 ","94,727.5 ",1.3 ,,"5,777.6 ","546,910.1 ","19,136.7 ","28,891.9 ","9,755.2 ","566,046.8 ",,"542,295.2 ","408,557.1 ","133,738.0 ",,"135,201.9 ",,"538,427.9 ",,,
7- 9.,"542,046.8 ","298,593.7 ","291,160.0 ","241,693.6 ","21,380.9 ","87,523.6 ",179.2 ,"107,224.0 ","27,220.7 ",-272.7 ,193.4 ,"95,502.1 ","95,308.7 ",3.9 ,,"5,617.8 ","547,664.6 ","18,413.4 ","28,478.8 ","10,065.4 ","566,078.0 ",,"541,853.2 ","407,679.4 ","134,174.2 ",,"136,125.9 ",,"542,136.9 ",,,
10-12.,"542,767.0 ","299,225.5 ","291,734.1 ","242,244.6 ","21,499.1 ","88,101.9 ","-1,432.5 ","107,190.4 ","27,228.3 ",-341.1 ,"1,294.5 ","97,891.9 ","96,597.4 ",1.0 ,,"3,971.1 ","546,738.1 ","18,571.3 ","28,626.8 ","10,055.4 ","565,309.4 ",,"541,497.4 ","407,414.6 ","134,083.2 ",,"136,830.7 ",,"544,510.1 ",,,
2017/ 1- 3.,"547,323.7 ","301,177.3 ","293,715.9 ","244,197.6 ","21,289.7 ","88,376.5 ",-536.9 ,"107,489.5 ","27,479.7 ",-285.7 ,"2,462.2 ","100,073.8 ","97,611.6 ",-128.7 ,,"1,445.5 ","548,769.2 ","20,921.7 ","31,339.2 ","10,417.5 ","569,690.9 ",,"545,007.4 ","410,322.1 ","134,685.9 ",,"137,146.9 ",,"548,124.9 ",,,
4- 6.,"549,597.0 ","302,731.1 ","295,251.4 ","245,708.1 ","21,500.2 ","89,160.0 ",49.6 ,"107,048.8 ","27,729.6 ",92.6 ,"1,357.1 ","100,044.9 ","98,687.8 ",-72.0 ,,"1,612.4 ","551,209.4 ","19,733.4 ","30,374.4 ","10,641.0 ","570,942.8 ",,"548,290.8 ","413,455.5 ","134,836.9 ",,"138,390.6 ",,"549,468.2 ",,,
7- 9.,"553,746.0 ","301,487.7 ","293,942.2 ","244,377.8 ","21,324.1 ","90,014.3 ","2,393.8 ","107,431.0 ","27,258.2 ",81.2 ,"4,199.9 ","102,261.9 ","98,062.0 ",-444.4 ,,"2,763.3 ","556,509.3 ","21,172.7 ","31,554.0 ","10,381.3 ","577,681.9 ",,"549,903.8 ","415,161.5 ","134,744.6 ",,"138,594.9 ",,"551,360.8 ",,,
10-12.,"554,120.5 ","302,179.0 ","294,713.6 ","245,126.8 ","20,700.4 ","90,430.3 ","3,179.9 ","107,346.2 ","27,284.2 ",85.4 ,"3,154.7 ","104,024.9 ","100,870.3 ",-239.5 ,,376.6 ,"554,497.2 ","20,461.1 ","31,455.0 ","10,993.9 ","574,958.3 ",,"551,106.6 ","416,415.5 ","134,693.9 ",,"138,408.8 ",,"550,957.8 ",,,
2018/ 1- 3.,"555,164.4 ","302,578.9 ","295,349.2 ","245,738.7 ","20,203.5 ","91,284.1 ","1,445.0 ","108,169.2 ","27,560.2 ",68.9 ,"4,094.2 ","105,399.3 ","101,305.0 ",-239.6 ,,-529.9 ,"554,634.4 ","19,846.3 ","31,748.9 ","11,902.5 ","574,480.8 ",,"551,236.8 ","415,457.4 ","135,780.7 ",,"139,031.8 ",,"553,711.5 ",,,
4- 6.,"557,260.3 ","303,016.8 ","296,132.8 ","246,498.5 ","19,573.1 ","92,251.4 ","1,768.9 ","108,267.7 ","28,071.6 ",-43.9 ,"4,637.4 ","106,271.2 ","101,633.8 ",-282.8 ,,"-2,086.3 ","555,174.0 ","21,605.5 ","33,408.7 ","11,803.1 ","576,779.5 ",,"552,824.9 ","416,549.7 ","136,276.3 ",,"139,869.8 ",,"555,593.3 ",,,
7- 9.,"553,149.4 ","302,679.2 ","296,080.0 ","246,424.7 ","19,625.8 ","89,730.9 ","2,110.5 ","108,315.1 ","27,647.0 ",-20.0 ,"3,304.4 ","104,453.0 ","101,148.6 ",-243.5 ,,"-3,758.5 ","549,390.9 ","21,439.2 ","33,425.8 ","11,986.5 ","570,830.2 ",,"550,017.7 ","414,096.0 ","135,922.4 ",,"136,984.3 ",,"551,110.5 ",,,
10-12.,"551,727.4 ","301,709.2 ","295,117.2 ","245,442.0 ","19,933.9 ","91,472.9 ","3,235.3 ","108,896.7 ","27,155.4 ",-58.6 ,-545.0 ,"105,580.8 ","106,125.9 ",-72.4 ,,"-4,631.2 ","547,096.2 ","22,036.2 ","34,276.3 ","12,240.1 ","569,132.5 ",,"552,254.4 ","416,290.0 ","135,965.8 ",,"138,534.6 ",,"548,615.2 ",,,
2019/ 1- 3.,"554,946.0 ","302,519.4 ","295,657.8 ","245,956.1 ","20,456.3 ","91,805.1 ","1,492.9 ","109,265.9 ","27,890.9 ",-156.9 ,"1,789.3 ","103,737.8 ","101,948.5 ",-116.8 ,,"-1,584.4 ","553,361.5 ","21,315.2 ","33,238.4 ","11,923.2 ","574,676.7 ",,"553,187.6 ","416,230.1 ","136,959.0 ",,"140,137.1 ",,"553,694.1 ",,,
4- 6.,"557,667.6 ","302,905.1 ","295,866.2 ","246,142.2 ","20,740.6 ","91,946.4 ","3,317.9 ","110,331.7 ","27,868.0 ",-24.1 ,708.9 ,"104,045.7 ","103,336.8 ",-126.9 ,,"-2,635.6 ","555,032.0 ","21,956.0 ","34,290.7 ","12,334.6 ","576,988.0 ",,"557,013.7 ","418,864.9 ","138,150.2 ",,"140,543.3 ",,"554,432.5 ",,,
7- 9.,"557,584.3 ","304,714.5 ","297,606.5 ","247,854.8 ","20,904.1 ","94,031.4 ",220.6 ,"111,150.7 ","28,079.9 ",-48.4 ,"-1,353.1 ","104,334.7 ","105,687.8 ",-115.4 ,,"-2,335.2 ","555,249.1 ","22,165.4 ","35,077.5 ","12,912.1 ","577,414.5 ",,"558,982.7 ","419,834.9 ","139,149.0 ",,"142,995.7 ",,"557,479.5 ",,,
10-12.,"541,793.6 ","293,573.9 ","286,168.0 ","236,460.1 ","20,496.7 ","87,421.5 ","1,218.3 ","111,211.1 ","28,189.3 ",-2.2 ,-166.9 ,"103,494.9 ","103,661.8 ",-148.0 ,,"-1,498.0 ","540,295.6 ","21,109.1 ","33,367.5 ","12,258.3 ","561,404.7 ",,"542,059.3 ","402,688.0 ","139,372.2 ",,"136,131.3 ",,"540,637.0 ",,,
2020/ 1- 3.,"544,460.0 ","295,949.7 ","288,017.6 ","238,282.0 ","19,506.9 ","89,873.1 ",346.9 ,"111,264.2 ","28,237.2 ",30.5 ,-765.7 ,"98,637.8 ","99,403.5 ",17.1 ,,-955.9 ,"543,504.1 ","21,026.4 ","32,460.5 ","11,434.1 ","564,530.5 ",,"545,146.4 ","405,636.6 ","139,510.4 ",,"137,601.5 ",,"544,124.2 ",,,
4- 6.,"501,437.4 ","270,453.7 ","261,870.5 ","212,299.9 ","19,499.1 ","83,547.4 ","2,839.7 ","111,733.0 ","29,190.1 ",-18.6 ,"-16,915.5 ","81,218.4 ","98,133.9 ","1,108.5 ",,"4,673.2 ","506,110.5 ","17,646.7 ","28,103.4 ","10,456.7 ","523,757.3 ",,"517,184.3 ","376,290.7 ","140,896.2 ",,"132,302.1 ",,"498,708.9 ",,,
7- 9.,"527,933.6 ","284,910.6 ","275,763.2 ","226,081.0 ","18,569.8 ","83,180.2 ",160.0 ,"114,115.2 ","29,297.4 ",24.4 ,"-2,585.5 ","88,903.8 ","91,489.2 ",261.5 ,,"3,965.0 ","531,898.7 ","18,236.6 ","28,778.7 ","10,542.1 ","550,135.3 ",,"530,223.0 ","386,799.9 ","143,426.6 ",,"131,101.0 ",,"527,773.4 ",,,
10-12.,"537,229.3 ","289,293.2 ","279,894.9 ","230,163.7 ","18,545.0 ","84,229.3 ",-421.1 ,"115,028.5 ","29,773.6 ",-133.4 ,"1,036.6 ","97,858.6 ","96,822.0 ",-122.3 ,,"4,654.8 ","541,884.1 ","19,818.6 ","29,081.0 ","9,262.4 ","561,702.7 ",,"536,282.9 ","391,641.5 ","144,646.7 ",,"132,599.8 ",,"537,802.9 ",,,
2021/ 1- 3.,"535,088.0 ","287,031.5 ","277,699.1 ","227,961.9 ","18,727.0 ","84,615.2 ",-907.3 ,"114,168.2 ","29,765.3 ",-8.5 ,"1,873.7 ","100,435.2 ","98,561.4 ",-177.2 ,,451.7 ,"535,539.6 ","19,946.3 ","30,252.8 ","10,306.5 ","555,485.9 ",,"533,410.4 ","389,506.0 ","143,912.3 ",,"133,159.7 ",,"535,977.5 ",,,
4- 6.,"538,487.8 ","288,969.7 ","279,709.4 ","229,933.7 ","18,920.6 ","86,275.7 ",235.9 ,"115,080.9 ","28,672.0 ",-3.7 ,419.7 ,"103,220.9 ","102,801.2 ",-82.9 ,,"-1,618.1 ","536,869.7 ","20,450.7 ","31,020.1 ","10,569.5 ","557,320.4 ",,"538,079.6 ","394,385.0 ","143,697.4 ",,"133,878.3 ",,"538,276.1 ",,,
7- 9.,"534,193.9 ","286,031.9 ","276,720.9 ","226,951.8 ","18,600.2 ","84,225.2 ",733.0 ,"116,352.4 ","27,563.0 ",-60.4 ,997.6 ,"102,925.8 ","101,928.3 ",-249.0 ,,"-5,853.4 ","528,340.6 ","20,235.7 ","30,605.8 ","10,370.1 ","548,576.3 ",,"533,309.8 ","389,558.3 ","143,761.9 ",,"130,392.7 ",,"533,553.8 ",,,
10-12.,"539,443.6 ","293,021.4 ","283,643.2 ","233,797.0 ","18,389.0 ","84,290.2 ",241.8 ,"116,028.6 ","26,258.1 ",-1.5 ,"1,572.3 ","103,848.0 ","102,275.7 ",-356.3 ,,"-9,172.1 ","530,271.4 ","21,236.0 ","32,234.9 ","10,998.9 ","551,507.5 ",,"538,082.7 ","395,930.8 ","142,149.1 ",,"128,904.6 ",,"539,204.8 ",,,
2022/ 1- 3.,"538,761.8 ","293,199.0 ","283,747.6 ","233,877.4 ","18,165.3 ","83,701.6 ","2,981.5 ","116,591.9 ","25,234.5 ",-30.9 ,-635.9 ,"105,018.8 ","105,654.7 ",-445.3 ,,"-11,538.0 ","527,223.8 ","23,268.4 ","34,286.6 ","11,018.2 ","550,492.2 ",,"539,658.7 ","398,062.2 ","141,595.2 ",,"127,042.8 ",,"535,750.6 ",,,
＊年率で表示している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
＊開差＝国内総生産(支出側)－国内総生産(支出側)の内訳項目計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
＊財貨・サービスの純輸出は連鎖方式での計算ができないため、財貨・サービスの輸出－財貨・サービスの輸入により求めている。このため寄与度とは符号が一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
