scenario,variable,year,quarter,value,variant
6,BGVATGDPV,2020,4,0.21048854073872514,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2018,1,-0.240127743889758,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2018,2,-0.4984424749409584,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2018,3,-0.45446276145676734,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2018,4,-0.5408067073230285,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2019,1,-0.5660068933526077,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2019,2,-0.6075563019938386,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2019,3,-0.6454403780316227,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2019,4,-0.6672084780464047,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2020,1,-0.6761396360732448,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2020,2,-0.7832938335770763,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2020,3,-0.7514213539137558,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2020,4,-0.7645065288612329,c_貿易価格ECMのみ固定
6,BCVATGDPV,2018,1,0.07411719890808399,c_貿易価格ECMのみ固定
6,BCVATGDPV,2018,2,0.10146398339255214,c_貿易価格ECMのみ固定
6,BCVATGDPV,2018,3,0.10662480821771725,c_貿易価格ECMのみ固定
6,BCVATGDPV,2018,4,0.13102335588419578,c_貿易価格ECMのみ固定
6,BCVATGDPV,2019,1,0.12420932401619256,c_貿易価格ECMのみ固定
6,BCVATGDPV,2019,2,0.12838452593502048,c_貿易価格ECMのみ固定
6,BCVATGDPV,2019,3,0.13614182044218204,c_貿易価格ECMのみ固定
6,BCVATGDPV,2019,4,0.14132047111509483,c_貿易価格ECMのみ固定
6,BCVATGDPV,2020,1,0.1369115568260164,c_貿易価格ECMのみ固定
6,BCVATGDPV,2020,2,0.13694035341670774,c_貿易価格ECMのみ固定
6,BCVATGDPV,2020,3,0.12286938459582775,c_貿易価格ECMのみ固定
6,BCVATGDPV,2020,4,0.13351580005490948,c_貿易価格ECMのみ固定
6,KFP,2018,1,8.645177558275208e-05,c_貿易価格ECMのみ固定
6,KFP,2018,2,7.986395449410821e-05,c_貿易価格ECMのみ固定
6,KFP,2018,3,-0.00017893587381800913,c_貿易価格ECMのみ固定
6,KFP,2018,4,-0.0007025420881712208,c_貿易価格ECMのみ固定
6,KFP,2019,1,-0.0014791078699061266,c_貿易価格ECMのみ固定
6,KFP,2019,2,-0.0022864142930956177,c_貿易価格ECMのみ固定
6,KFP,2019,3,-0.0030958306105999256,c_貿易価格ECMのみ固定
6,KFP,2019,4,-0.003855549326781116,c_貿易価格ECMのみ固定
6,KFP,2020,1,-0.004644669867048812,c_貿易価格ECMのみ固定
6,KFP,2020,2,-0.005394431398531019,c_貿易価格ECMのみ固定
6,KFP,2020,3,-0.006160156731027655,c_貿易価格ECMのみ固定
6,KFP,2020,4,-0.006939707314934651,c_貿易価格ECMのみ固定
6,KHP,2018,1,-0.017625326205572556,c_貿易価格ECMのみ固定
6,KHP,2018,2,-0.03469472811508112,c_貿易価格ECMのみ固定
6,KHP,2018,3,-0.05357858180587982,c_貿易価格ECMのみ固定
6,KHP,2018,4,-0.0734504226818089,c_貿易価格ECMのみ固定
6,KHP,2019,1,-0.09491535030217157,c_貿易価格ECMのみ固定
6,KHP,2019,2,-0.11818507747781704,c_貿易価格ECMのみ固定
6,KHP,2019,3,-0.14270008968847447,c_貿易価格ECMのみ固定
6,KHP,2019,4,-0.1676924323807949,c_貿易価格ECMのみ固定
6,KHP,2020,1,-0.19225973621768144,c_貿易価格ECMのみ固定
6,KHP,2020,2,-0.21742330445809754,c_貿易価格ECMのみ固定
6,KHP,2020,3,-0.24191124345257498,c_貿易価格ECMのみ固定
6,KHP,2020,4,-0.26689829501060913,c_貿易価格ECMのみ固定
6,KG,2018,1,-4.54081217071689e-12,c_貿易価格ECMのみ固定
6,KG,2018,2,5.100364575127969e-11,c_貿易価格ECMのみ固定
6,KG,2018,3,-1.5942802633617248e-11,c_貿易価格ECMのみ固定
6,KG,2018,4,4.773959005888173e-12,c_貿易価格ECMのみ固定
6,KG,2019,1,-4.063416270128073e-12,c_貿易価格ECMのみ固定
6,KG,2019,2,-1.3133938381315602e-11,c_貿易価格ECMのみ固定
6,KG,2019,3,-4.96269692007445e-12,c_貿易価格ECMのみ固定
6,KG,2019,4,-1.2232437285319975e-10,c_貿易価格ECMのみ固定
6,KG,2020,1,1.0502709812953981e-11,c_貿易価格ECMのみ固定
6,KG,2020,2,-2.8310687127941492e-11,c_貿易価格ECMのみ固定
6,KG,2020,3,-6.075140390748857e-11,c_貿易価格ECMのみ固定
6,KG,2020,4,2.937650123158164e-11,c_貿易価格ECMのみ固定
6,BCVATGDPV,2018,0,0.10330733660063729,c_貿易価格ECMのみ固定
6,BCVATGDPV,2019,0,0.13251403537712247,c_貿易価格ECMのみ固定
6,BCVATGDPV,2020,0,0.13255927372336535,c_貿易価格ECMのみ固定
6,BGVATGDPV,2018,0,0.30705919148349226,c_貿易価格ECMのみ固定
6,BGVATGDPV,2019,0,0.24450199028913033,c_貿易価格ECMのみ固定
6,BGVATGDPV,2020,0,0.19655467436102125,c_貿易価格ECMのみ固定
6,CG,2018,0,-9.658940314238862e-13,c_貿易価格ECMのみ固定
6,CG,2019,0,-3.669287096386142e-12,c_貿易価格ECMのみ固定
6,CG,2020,0,2.248201624865942e-13,c_貿易価格ECMのみ固定
6,CGPI,2018,0,0.8533261690791105,c_貿易価格ECMのみ固定
6,CGPI,2019,0,0.8192349940124632,c_貿易価格ECMのみ固定
6,CGPI,2020,0,0.7611992990533112,c_貿易価格ECMのみ固定
6,CGV,2018,0,0.4597906913932137,c_貿易価格ECMのみ固定
6,CGV,2019,0,0.43224567677358494,c_貿易価格ECMのみ固定
6,CGV,2020,0,0.3826815685521012,c_貿易価格ECMのみ固定
6,CP,2018,0,-0.47683410282896854,c_貿易価格ECMのみ固定
6,CP,2019,0,-0.5247881235029561,c_貿易価格ECMのみ固定
6,CP,2020,0,-0.5299275095119127,c_貿易価格ECMのみ固定
6,CPV,2018,0,0.013539029488623955,c_貿易価格ECMのみ固定
6,CPV,2019,0,-0.07553631837717845,c_貿易価格ECMのみ固定
6,CPV,2020,0,-0.14118593202952778,c_貿易価格ECMのみ固定
6,CUX,2018,0,-0.37172899932972625,c_貿易価格ECMのみ固定
6,CUX,2019,0,-0.44730481262336697,c_貿易価格ECMのみ固定
6,CUX,2020,0,-0.5147990969216282,c_貿易価格ECMのみ固定
6,FXS,2018,0,-0.00044512140155994473,c_貿易価格ECMのみ固定
6,FXS,2019,0,-0.003655117825748788,c_貿易価格ECMのみ固定
6,FXS,2020,0,-0.010992451387786817,c_貿易価格ECMのみ固定
6,GDP,2018,0,-0.20755823131546614,c_貿易価格ECMのみ固定
6,GDP,2019,0,-0.23584698749295474,c_貿易価格ECMのみ固定
6,GDP,2020,0,-0.25491847149107794,c_貿易価格ECMのみ固定
6,GDPD,2018,0,-0.1985698781105511,c_貿易価格ECMのみ固定
6,GDPD,2019,0,-0.049507688619994356,c_貿易価格ECMのみ固定
6,GDPD,2020,0,-0.01717276707381199,c_貿易価格ECMのみ固定
6,GDPGAP,2018,0,-0.18200600100837644,c_貿易価格ECMのみ固定
6,GDPGAP,2019,0,-0.20160380286761045,c_貿易価格ECMのみ固定
6,GDPGAP,2020,0,-0.20690688001269342,c_貿易価格ECMのみ固定
6,GDPPOT,2018,0,-0.028609173512961217,c_貿易価格ECMのみ固定
6,GDPPOT,2019,0,-0.03518809308013793,c_貿易価格ECMのみ固定
6,GDPPOT,2020,0,-0.03985711843468853,c_貿易価格ECMのみ固定
6,GDPV,2018,0,0.21434736506366625,c_貿易価格ECMのみ固定
6,GDPV,2019,0,0.14039948293398385,c_貿易価格ECMのみ固定
6,GDPV,2020,0,0.05719863626211241,c_貿易価格ECMのみ固定
6,IFP,2018,0,-0.005650131062998054,c_貿易価格ECMのみ固定
6,IFP,2019,0,-0.02755844906656424,c_貿易価格ECMのみ固定
6,IFP,2020,0,-0.03166067601259037,c_貿易価格ECMのみ固定
6,IFPV,2018,0,0.12033597333863111,c_貿易価格ECMのみ固定
6,IFPV,2019,0,0.04698842345108867,c_貿易価格ECMのみ固定
6,IFPV,2020,0,-0.015524461835111913,c_貿易価格ECMのみ固定
6,IG,2018,0,0.0,c_貿易価格ECMのみ固定
6,IG,2019,0,0.0,c_貿易価格ECMのみ固定
6,IG,2020,0,0.0,c_貿易価格ECMのみ固定
6,IGV,2018,0,0.3881045466299804,c_貿易価格ECMのみ固定
6,IGV,2019,0,0.3299506313504841,c_貿易価格ECMのみ固定
6,IGV,2020,0,0.2574374923521139,c_貿易価格ECMのみ固定
6,IHP,2018,0,-1.4855493191655855,c_貿易価格ECMのみ固定
6,IHP,2019,0,-1.8983994747384685,c_貿易価格ECMのみ固定
6,IHP,2020,0,-2.2416231344604354,c_貿易価格ECMのみ固定
6,IHPV,2018,0,-0.7479036489968977,c_貿易価格ECMのみ固定
6,IHPV,2019,0,-1.2103119890778364,c_貿易価格ECMのみ固定
6,IHPV,2020,0,-1.628974090691257,c_貿易価格ECMのみ固定
6,KFP,2018,0,-0.0001787905579780924,c_貿易価格ECMのみ固定
6,KFP,2019,0,-0.0026792255250956964,c_貿易価格ECMのみ固定
6,KFP,2020,0,-0.005784741327885534,c_貿易価格ECMのみ固定
6,KG,2018,0,8.823497488208432e-12,c_貿易価格ECMのみ固定
6,KG,2019,0,-3.612110610617947e-11,c_貿易価格ECMのみ固定
6,KG,2020,0,-1.2295719997723609e-11,c_貿易価格ECMのみ固定
6,KHP,2018,0,-0.0448372647020856,c_貿易価格ECMのみ固定
6,KHP,2019,0,-0.1308732374623145,c_貿易価格ECMのみ固定
6,KHP,2020,0,-0.22962314478474077,c_貿易価格ECMのみ固定
6,LE,2018,0,-0.054242967687906374,c_貿易価格ECMのみ固定
6,LE,2019,0,-0.0668912591806875,c_貿易価格ECMのみ固定
6,LE,2020,0,-0.0745771444264215,c_貿易価格ECMのみ固定
6,LF,2018,0,-0.04787935803697019,c_貿易価格ECMのみ固定
6,LF,2019,0,-0.05761746651053168,c_貿易価格ECMのみ固定
6,LF,2020,0,-0.06332774028906252,c_貿易価格ECMのみ固定
6,LH,2018,0,-0.04325082640523892,c_貿易価格ECMのみ固定
6,LH,2019,0,-0.026460471098141425,c_貿易価格ECMのみ固定
6,LH,2020,0,-0.013409295968036528,c_貿易価格ECMのみ固定
6,M2CD,2018,0,-0.2172258890631662,c_貿易価格ECMのみ固定
6,M2CD,2019,0,-0.2955230394795477,c_貿易価格ECMのみ固定
6,M2CD,2020,0,-0.38317256021540014,c_貿易価格ECMのみ固定
6,MGS,2018,0,-0.6223229907152683,c_貿易価格ECMのみ固定
6,MGS,2019,0,-0.7725024768238775,c_貿易価格ECMのみ固定
6,MGS,2020,0,-0.8011220210791092,c_貿易価格ECMのみ固定
6,MGSV,2018,0,-0.6026917039858942,c_貿易価格ECMのみ固定
6,MGSV,2019,0,-0.7609911380904888,c_貿易価格ECMのみ固定
6,MGSV,2020,0,-0.8285950885457527,c_貿易価格ECMのみ固定
6,NIV,2018,0,-0.38919924741139533,c_貿易価格ECMのみ固定
6,NIV,2019,0,-0.4780293150807302,c_貿易価格ECMのみ固定
6,NIV,2020,0,-0.5416363006609165,c_貿易価格ECMのみ固定
6,PCP,2018,0,0.4927223667300362,c_貿易価格ECMのみ固定
6,PCP,2019,0,0.4516193052911399,c_貿易価格ECMのみ固定
6,PCP,2020,0,0.39081156373512727,c_貿易価格ECMのみ固定
6,PERR,2018,0,0.16579985416787135,c_貿易価格ECMのみ固定
6,PERR,2019,0,0.34950438895160385,c_貿易価格ECMのみ固定
6,PERR,2020,0,0.7080049369048433,c_貿易価格ECMのみ固定
6,PGDP,2018,0,0.4227832604105253,c_貿易価格ECMのみ固定
6,PGDP,2019,0,0.3771342053586424,c_貿易価格ECMのみ固定
6,PGDP,2020,0,0.3129132115372635,c_貿易価格ECMのみ固定
6,PIFP,2018,0,0.12599244951766453,c_貿易価格ECMのみ固定
6,PIFP,2019,0,0.07456722658925052,c_貿易価格ECMのみ固定
6,PIFP,2020,0,0.016141122132090624,c_貿易価格ECMのみ固定
6,PIHP,2018,0,0.7487633104956759,c_貿易価格ECMのみ固定
6,PIHP,2019,0,0.7013774372396697,c_貿易価格ECMのみ固定
6,PIHP,2020,0,0.6266817241886047,c_貿易価格ECMのみ固定
6,PLAND,2018,0,0.006926436448018158,c_貿易価格ECMのみ固定
6,PLAND,2019,0,0.02356923627421237,c_貿易価格ECMのみ固定
6,PLAND,2020,0,0.030265622943403958,c_貿易価格ECMのみ固定
6,PMGS,2018,0,0.01976248522473356,c_貿易価格ECMのみ固定
6,PMGS,2019,0,0.011599882759988356,c_貿易価格ECMのみ固定
6,PMGS,2020,0,-0.02769253737598676,c_貿易価格ECMのみ固定
6,PSHARE,2018,0,0.04067996761285553,c_貿易価格ECMのみ固定
6,PSHARE,2019,0,0.034641813718083725,c_貿易価格ECMのみ固定
6,PSHARE,2020,0,0.03591291322483925,c_貿易価格ECMのみ固定
6,PXGS,2018,0,-0.0001777436087174733,c_貿易価格ECMのみ固定
6,PXGS,2019,0,-0.001459558338381961,c_貿易価格ECMのみ固定
6,PXGS,2020,0,-0.0043895921890246825,c_貿易価格ECMのみ固定
6,RCD,2018,0,-8.333333333332497e-05,c_貿易価格ECMのみ固定
6,RCD,2019,0,-0.00075,c_貿易価格ECMのみ固定
6,RCD,2020,0,-0.001083333333333325,c_貿易価格ECMのみ固定
6,RGB,2018,0,-6.995398045849498e-05,c_貿易価格ECMのみ固定
6,RGB,2019,0,0.0,c_貿易価格ECMのみ固定
6,RGB,2020,0,-0.00042218124663510187,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2018,0,-0.43345992190262805,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2019,0,-0.6215530128561184,c_貿易価格ECMのみ固定
6,SBGVATGDPV,2020,0,-0.7438403381063274,c_貿易価格ECMのみ固定
6,TAXV,2018,0,2.201155804688942,c_貿易価格ECMのみ固定
6,TAXV,2019,0,1.8325836103558202,c_貿易価格ECMのみ固定
6,TAXV,2020,0,1.4761130101174746,c_貿易価格ECMのみ固定
6,TCIV,2018,0,11.04511252106483,c_貿易価格ECMのみ固定
6,TCIV,2019,0,10.366466936343688,c_貿易価格ECMのみ固定
6,TCIV,2020,0,8.554138436176807,c_貿易価格ECMのみ固定
6,TYCV,2018,0,-0.5579871772178668,c_貿易価格ECMのみ固定
6,TYCV,2019,0,-1.6563083171032527,c_貿易価格ECMのみ固定
6,TYCV,2020,0,-2.029064083932672,c_貿易価格ECMのみ固定
6,TYPV,2018,0,-0.23882802513440493,c_貿易価格ECMのみ固定
6,TYPV,2019,0,-0.37293526473397565,c_貿易価格ECMのみ固定
6,TYPV,2020,0,-0.41168674422348284,c_貿易価格ECMのみ固定
6,UCC,2018,0,0.15579518314087215,c_貿易価格ECMのみ固定
6,UCC,2019,0,0.13270956095047803,c_貿易価格ECMのみ固定
6,UCC,2020,0,0.24691080702337054,c_貿易価格ECMのみ固定
6,UR,2018,0,0.0062096694053470625,c_貿易価格ECMのみ固定
6,UR,2019,0,0.009061786154497709,c_貿易価格ECMのみ固定
6,UR,2020,0,0.01094188943754193,c_貿易価格ECMのみ固定
6,WIPH,2018,0,-0.12418823357570052,c_貿易価格ECMのみ固定
6,WIPH,2019,0,-0.17595173444200085,c_貿易価格ECMのみ固定
6,WIPH,2020,0,-0.24341348693954212,c_貿易価格ECMのみ固定
6,XGS,2018,0,-3.1940820127696057e-06,c_貿易価格ECMのみ固定
6,XGS,2019,0,-0.00010577508814946235,c_貿易価格ECMのみ固定
6,XGS,2020,0,-0.0006585122594882087,c_貿易価格ECMのみ固定
6,XGSV,2018,0,-0.00018093767965576824,c_貿易価格ECMのみ固定
6,XGSV,2019,0,-0.0015653314772240412,c_貿易価格ECMのみ固定
6,XGSV,2020,0,-0.005048073008706577,c_貿易価格ECMのみ固定
6,YCV,2018,0,-1.3792332990753748,c_貿易価格ECMのみ固定
6,YCV,2019,0,-1.7039675782453079,c_貿易価格ECMのみ固定
6,YCV,2020,0,-2.5053510802762387,c_貿易価格ECMのみ固定
6,YDV,2018,0,-0.18958956512977743,c_貿易価格ECMのみ固定
6,YDV,2019,0,-0.2489257719071547,c_貿易価格ECMのみ固定
6,YDV,2020,0,-0.2941312941447366,c_貿易価格ECMのみ固定
6,YWV,2018,0,-0.21018543229563147,c_貿易価格ECMのみ固定
6,YWV,2019,0,-0.2552901871568841,c_貿易価格ECMのみ固定
6,YWV,2020,0,-0.31405456490204986,c_貿易価格ECMのみ固定
7,GDP,2018,1,-0.1193585696988575,c_貿易価格ECMのみ固定
7,GDP,2018,2,-0.22157733978095395,c_貿易価格ECMのみ固定
7,GDP,2018,3,-0.39248335236938825,c_貿易価格ECMのみ固定
7,GDP,2018,4,-0.5878702566189276,c_貿易価格ECMのみ固定
7,GDP,2019,1,-0.8251715881373634,c_貿易価格ECMのみ固定
7,GDP,2019,2,-0.9662230500941504,c_貿易価格ECMのみ固定
7,GDP,2019,3,-1.1190610219277586,c_貿易価格ECMのみ固定
7,GDP,2019,4,-1.136604955753584,c_貿易価格ECMのみ固定
7,GDP,2020,1,-1.2045078254596886,c_貿易価格ECMのみ固定
7,GDP,2020,2,-1.2360996224587084,c_貿易価格ECMのみ固定
7,GDP,2020,3,-1.1987103087004902,c_貿易価格ECMのみ固定
7,GDP,2020,4,-1.2150406676668668,c_貿易価格ECMのみ固定
7,CP,2018,1,0.03868663911663628,c_貿易価格ECMのみ固定
7,CP,2018,2,0.1420355737342005,c_貿易価格ECMのみ固定
7,CP,2018,3,0.28158011742445144,c_貿易価格ECMのみ固定
7,CP,2018,4,0.2331095195941879,c_貿易価格ECMのみ固定
7,CP,2019,1,0.17102890164788498,c_貿易価格ECMのみ固定
7,CP,2019,2,0.1260285631297542,c_貿易価格ECMのみ固定
7,CP,2019,3,0.03453507862676286,c_貿易価格ECMのみ固定
7,CP,2019,4,-0.04440565498379234,c_貿易価格ECMのみ固定
7,CP,2020,1,-0.10549853503776241,c_貿易価格ECMのみ固定
7,CP,2020,2,-0.15268158949816035,c_貿易価格ECMのみ固定
7,CP,2020,3,-0.15663969712460535,c_貿易価格ECMのみ固定
7,CP,2020,4,-0.1741735768600816,c_貿易価格ECMのみ固定
7,IFP,2018,1,-0.7561382268818861,c_貿易価格ECMのみ固定
7,IFP,2018,2,-1.5881496071740941,c_貿易価格ECMのみ固定
7,IFP,2018,3,-2.3621276113634293,c_貿易価格ECMのみ固定
7,IFP,2018,4,-3.5180333668150765,c_貿易価格ECMのみ固定
7,IFP,2019,1,-4.683194671443336,c_貿易価格ECMのみ固定
7,IFP,2019,2,-5.54931448612106,c_貿易価格ECMのみ固定
7,IFP,2019,3,-6.079919486649632,c_貿易価格ECMのみ固定
7,IFP,2019,4,-6.310339123309239,c_貿易価格ECMのみ固定
7,IFP,2020,1,-6.34884414677217,c_貿易価格ECMのみ固定
7,IFP,2020,2,-6.376986589300726,c_貿易価格ECMのみ固定
7,IFP,2020,3,-6.395366549115888,c_貿易価格ECMのみ固定
7,IFP,2020,4,-6.407039174491169,c_貿易価格ECMのみ固定
7,IHP,2018,1,-0.28835672605668217,c_貿易価格ECMのみ固定
7,IHP,2018,2,-0.32170919121710106,c_貿易価格ECMのみ固定
7,IHP,2018,3,-0.24898563170436816,c_貿易価格ECMのみ固定
7,IHP,2018,4,-0.20466082713442857,c_貿易価格ECMのみ固定
7,IHP,2019,1,-0.1923626538447687,c_貿易価格ECMのみ固定
7,IHP,2019,2,-0.16358986954695398,c_貿易価格ECMのみ固定
7,IHP,2019,3,-0.19260310389119795,c_貿易価格ECMのみ固定
7,IHP,2019,4,-0.27799613893007,c_貿易価格ECMのみ固定
7,IHP,2020,1,-0.36902573572660247,c_貿易価格ECMのみ固定
7,IHP,2020,2,-0.4578551292252597,c_貿易価格ECMのみ固定
7,IHP,2020,3,-0.5794143405673968,c_貿易価格ECMのみ固定
7,IHP,2020,4,-0.6771889305824064,c_貿易価格ECMのみ固定
7,IG,2018,1,0.0,c_貿易価格ECMのみ固定
7,IG,2018,2,0.0,c_貿易価格ECMのみ固定
7,IG,2018,3,0.0,c_貿易価格ECMのみ固定
7,IG,2018,4,0.0,c_貿易価格ECMのみ固定
7,IG,2019,1,0.0,c_貿易価格ECMのみ固定
7,IG,2019,2,0.0,c_貿易価格ECMのみ固定
7,IG,2019,3,0.0,c_貿易価格ECMのみ固定
7,IG,2019,4,0.0,c_貿易価格ECMのみ固定
7,IG,2020,1,0.0,c_貿易価格ECMのみ固定
7,IG,2020,2,0.0,c_貿易価格ECMのみ固定
7,IG,2020,3,0.0,c_貿易価格ECMのみ固定
7,IG,2020,4,0.0,c_貿易価格ECMのみ固定
7,CG,2018,1,0.0,c_貿易価格ECMのみ固定
7,CG,2018,2,-4.862776847858186e-12,c_貿易価格ECMのみ固定
7,CG,2018,3,-8.026912468039882e-12,c_貿易価格ECMのみ固定
7,CG,2018,4,-7.649436639667329e-12,c_貿易価格ECMのみ固定
7,CG,2019,1,-7.538414337204813e-12,c_貿易価格ECMのみ固定
7,CG,2019,2,-6.905587213168474e-12,c_貿易価格ECMのみ固定
7,CG,2019,3,-6.150635556423367e-12,c_貿易価格ECMのみ固定
7,CG,2019,4,-5.329070518200751e-12,c_貿易価格ECMのみ固定
7,CG,2020,1,-5.040412531798211e-12,c_貿易価格ECMのみ固定
7,CG,2020,2,-4.141131881851834e-12,c_貿易価格ECMのみ固定
7,CG,2020,3,-2.6756374893466273e-12,c_貿易価格ECMのみ固定
7,CG,2020,4,-2.431388423929093e-12,c_貿易価格ECMのみ固定
7,XGS,2018,1,0.0,c_貿易価格ECMのみ固定
7,XGS,2018,2,-0.0021936716005255263,c_貿易価格ECMのみ固定
7,XGS,2018,3,-0.008845653739131265,c_貿易価格ECMのみ固定
7,XGS,2018,4,-0.02268986663792605,c_貿易価格ECMのみ固定
7,XGS,2019,1,-0.04641758399157592,c_貿易価格ECMのみ固定
7,XGS,2019,2,-0.08046926954193845,c_貿易価格ECMのみ固定
7,XGS,2019,3,-0.12300273210854584,c_貿易価格ECMのみ固定
7,XGS,2019,4,-0.1716426772390367,c_貿易価格ECMのみ固定
7,XGS,2020,1,-0.2236316484280243,c_貿易価格ECMのみ固定
7,XGS,2020,2,-0.2763817488247944,c_貿易価格ECMのみ固定
7,XGS,2020,3,-0.3296393708230205,c_貿易価格ECMのみ固定
7,XGS,2020,4,-0.3833095939422826,c_貿易価格ECMのみ固定
7,MGS,2018,1,0.014453221943333538,c_貿易価格ECMのみ固定
7,MGS,2018,2,0.10103067467874816,c_貿易価格ECMのみ固定
7,MGS,2018,3,0.26441636015035463,c_貿易価格ECMのみ固定
7,MGS,2018,4,0.3007346823338253,c_貿易価格ECMのみ固定
7,MGS,2019,1,0.20043369211721895,c_貿易価格ECMのみ固定
7,MGS,2019,2,0.10566984734066143,c_貿易価格ECMのみ固定
7,MGS,2019,3,-0.005319996559083329,c_貿易価格ECMのみ固定
7,MGS,2019,4,-0.12895833835635528,c_貿易価格ECMのみ固定
7,MGS,2020,1,-0.23421970453735286,c_貿易価格ECMのみ固定
7,MGS,2020,2,-0.30721234182622403,c_貿易価格ECMのみ固定
7,MGS,2020,3,-0.3442655561526231,c_貿易価格ECMのみ固定
7,MGS,2020,4,-0.3636392205602079,c_貿易価格ECMのみ固定
7,GDPD,2018,1,-0.47781037937616794,c_貿易価格ECMのみ固定
7,GDPD,2018,2,-0.410978720927909,c_貿易価格ECMのみ固定
7,GDPD,2018,3,-0.68173458278343,c_貿易価格ECMのみ固定
7,GDPD,2018,4,-0.7826088672394949,c_貿易価格ECMのみ固定
7,GDPD,2019,1,-0.9571497141306784,c_貿易価格ECMのみ固定
7,GDPD,2019,2,-0.5714718695989989,c_貿易価格ECMのみ固定
7,GDPD,2019,3,-0.6185025002813268,c_貿易価格ECMのみ固定
7,GDPD,2019,4,-0.06891114647830143,c_貿易価格ECMのみ固定
7,GDPD,2020,1,-0.2761773552976077,c_貿易価格ECMのみ固定
7,GDPD,2020,2,-0.11817734530150759,c_貿易価格ECMのみ固定
7,GDPD,2020,3,0.1596767379230961,c_貿易価格ECMのみ固定
7,GDPD,2020,4,-0.06724000064762503,c_貿易価格ECMのみ固定
7,PGDP,2018,1,-0.03493687929368994,c_貿易価格ECMのみ固定
7,PGDP,2018,2,-0.06155017237284843,c_貿易価格ECMのみ固定
7,PGDP,2018,3,-0.0805606848847451,c_貿易価格ECMのみ固定
7,PGDP,2018,4,-0.09844179517825014,c_貿易価格ECMのみ固定
7,PGDP,2019,1,-0.12829617580187858,c_貿易価格ECMのみ固定
7,PGDP,2019,2,-0.15844394478474744,c_貿易価格ECMのみ固定
7,PGDP,2019,3,-0.19377211405956496,c_貿易価格ECMのみ固定
7,PGDP,2019,4,-0.23774082993510692,c_貿易価格ECMのみ固定
7,PGDP,2020,1,-0.28555687391143003,c_貿易価格ECMのみ固定
7,PGDP,2020,2,-0.3147982756686041,c_貿易価格ECMのみ固定
7,PGDP,2020,3,-0.3794761459312901,c_貿易価格ECMのみ固定
7,PGDP,2020,4,-0.43649318143675897,c_貿易価格ECMのみ固定
7,PCP,2018,1,-0.0398551555830462,c_貿易価格ECMのみ固定
7,PCP,2018,2,-0.06346434603035078,c_貿易価格ECMのみ固定
7,PCP,2018,3,-0.07478128878688484,c_貿易価格ECMのみ固定
7,PCP,2018,4,-0.0893524022371972,c_貿易価格ECMのみ固定
7,PCP,2019,1,-0.1113433991010826,c_貿易価格ECMのみ固定
7,PCP,2019,2,-0.14210676591694948,c_貿易価格ECMのみ固定
7,PCP,2019,3,-0.18148017892349877,c_貿易価格ECMのみ固定
7,PCP,2019,4,-0.22773968243550158,c_貿易価格ECMのみ固定
7,PCP,2020,1,-0.2784622680408133,c_貿易価格ECMのみ固定
7,PCP,2020,2,-0.33073726032947226,c_貿易価格ECMのみ固定
7,PCP,2020,3,-0.38222011188198124,c_貿易価格ECMのみ固定
7,PCP,2020,4,-0.43102011643983973,c_貿易価格ECMのみ固定
7,PIFP,2018,1,-0.060921464043772744,c_貿易価格ECMのみ固定
7,PIFP,2018,2,-0.0891922772105036,c_貿易価格ECMのみ固定
7,PIFP,2018,3,-0.1545337238907929,c_貿易価格ECMのみ固定
7,PIFP,2018,4,-0.19524293801045367,c_貿易価格ECMのみ固定
7,PIFP,2019,1,-0.2582204623090667,c_貿易価格ECMのみ固定
7,PIFP,2019,2,-0.3094042916645501,c_貿易価格ECMのみ固定
7,PIFP,2019,3,-0.3675220698183268,c_貿易価格ECMのみ固定
7,PIFP,2019,4,-0.3994142065820827,c_貿易価格ECMのみ固定
7,PIFP,2020,1,-0.4447445901074709,c_貿易価格ECMのみ固定
7,PIFP,2020,2,-0.47428393776891564,c_貿易価格ECMのみ固定
7,PIFP,2020,3,-0.5068339685065371,c_貿易価格ECMのみ固定
7,PIFP,2020,4,-0.5365616716557331,c_貿易価格ECMのみ固定
7,PIHP,2018,1,-0.04313123188596224,c_貿易価格ECMのみ固定
7,PIHP,2018,2,-0.07975167970021291,c_貿易価格ECMのみ固定
7,PIHP,2018,3,-0.10633864986343555,c_貿易価格ECMのみ固定
7,PIHP,2018,4,-0.12257779603953578,c_貿易価格ECMのみ固定
7,PIHP,2019,1,-0.14956831230434897,c_貿易価格ECMのみ固定
7,PIHP,2019,2,-0.18836551290071224,c_貿易価格ECMのみ固定
7,PIHP,2019,3,-0.2360550990573529,c_貿易価格ECMのみ固定
