scenario,variable,year,quarter,value
1,RGB,2020,1,0.11947883651295152
1,RGB,2020,2,0.12255390352970424
1,RGB,2020,3,0.1280428362562337
1,RGB,2020,4,0.13363822669043623
1,PERR,2018,1,-0.26513847212713415
1,PERR,2018,2,-0.5651596760209472
1,PERR,2018,3,-0.8958081599716152
1,PERR,2018,4,-1.3010771734590882
1,PERR,2019,1,-1.5553076880184804
1,PERR,2019,2,-1.793457804120056
1,PERR,2019,3,-2.0625503957509643
1,PERR,2019,4,-2.3727455103024795
1,PERR,2020,1,-2.5385606285086055
1,PERR,2020,2,-3.0437652375099944
1,PERR,2020,3,-4.051695689977883
1,PERR,2020,4,-4.578879754987504
1,UCC,2018,1,-0.04538778548264233
1,UCC,2018,2,-0.5897054039258665
1,UCC,2018,3,-0.7391133579393805
1,UCC,2018,4,-0.8504957823846082
1,UCC,2019,1,-0.6169036151856044
1,UCC,2019,2,-0.08608719096483419
1,UCC,2019,3,-0.01420859466259028
1,UCC,2019,4,-0.04065736817712162
1,UCC,2020,1,-0.13982422748168855
1,UCC,2020,2,-0.20003515358344437
1,UCC,2020,3,-0.40676380908228893
1,UCC,2020,4,-0.6257416694754769
1,FXS,2018,1,-0.015250649769416036
1,FXS,2018,2,-0.036515302029493935
1,FXS,2018,3,-0.07016427544842552
1,FXS,2018,4,-0.11295441111289772
1,FXS,2019,1,-0.16240948941520505
1,FXS,2019,2,-0.217539153139934
1,FXS,2019,3,-0.27531584171267554
1,FXS,2019,4,-0.335210233243044
1,FXS,2020,1,-0.3962848222389348
1,FXS,2020,2,-0.4565585785794468
1,FXS,2020,3,-0.5180167340057662
1,FXS,2020,4,-0.5803334357425083
1,PSHARE,2018,1,-0.06108442243689671
1,PSHARE,2018,2,-0.5848024305189714
1,PSHARE,2018,3,-1.3725940331776765
1,PSHARE,2018,4,-2.3679951442868497
1,PSHARE,2019,1,-3.3941032494108625
1,PSHARE,2019,2,-4.231958716612983
1,PSHARE,2019,3,-4.9456186376096944
1,PSHARE,2019,4,-5.49174214048378
1,PSHARE,2020,1,-5.8736131493831945
1,PSHARE,2020,2,-6.113498357637138
1,PSHARE,2020,3,-6.2525514992580185
1,PSHARE,2020,4,-6.338739627044044
1,PLAND,2018,1,-0.0008329799017769979
1,PLAND,2018,2,0.002482544173254553
1,PLAND,2018,3,0.005833793712772817
1,PLAND,2018,4,0.01957687477025516
1,PLAND,2019,1,0.04286875950507696
1,PLAND,2019,2,0.07533539607724737
1,PLAND,2019,3,0.11663991295731702
1,PLAND,2019,4,0.16450426095580006
1,PLAND,2020,1,0.21801141809927316
1,PLAND,2020,2,0.2765363296190815
1,PLAND,2020,3,0.33549220340440833
1,PLAND,2020,4,0.396852300622208
1,M2CD,2018,1,0.7596534559379364
1,M2CD,2018,2,0.7017893025911714
1,M2CD,2018,3,0.6836887435453853
1,M2CD,2018,4,0.6040576109513918
1,M2CD,2019,1,0.5802370287394165
1,M2CD,2019,2,0.575578165160584
1,M2CD,2019,3,0.5825772621002923
1,M2CD,2019,4,0.6176762625083487
1,M2CD,2020,1,0.666549697066765
1,M2CD,2020,2,0.7381281512641502
1,M2CD,2020,3,0.8112737078867172
1,M2CD,2020,4,0.870029565663244
1,BGVATGDPV,2018,1,-0.5826365839980401
1,BGVATGDPV,2018,2,-0.501854313725854
1,BGVATGDPV,2018,3,-0.4210284412292107
1,BGVATGDPV,2018,4,-0.34936330778238167
1,BGVATGDPV,2019,1,-0.29826931227223064
1,BGVATGDPV,2019,2,-0.33828748010679677
1,BGVATGDPV,2019,3,-0.35010347804498254
1,BGVATGDPV,2019,4,-0.3597079586044214
1,BGVATGDPV,2020,1,-0.36048353190290516
1,BGVATGDPV,2020,2,-0.3559411983824994
1,BGVATGDPV,2020,3,-0.37624123641729135
1,BGVATGDPV,2020,4,-0.3877423748360229
1,SBGVATGDPV,2018,1,-2.228386001378425
1,SBGVATGDPV,2018,2,-2.2873540807086385
1,SBGVATGDPV,2018,3,-2.4436412416928306
1,SBGVATGDPV,2018,4,-2.5005182306813367
1,SBGVATGDPV,2019,1,-2.5242775481874276
1,SBGVATGDPV,2019,2,-2.574447654293351
1,SBGVATGDPV,2019,3,-2.575300321881116
1,SBGVATGDPV,2019,4,-2.6325768683894637
1,SBGVATGDPV,2020,1,-2.6133961447423246
1,SBGVATGDPV,2020,2,-2.958299434612343
1,SBGVATGDPV,2020,3,-2.9156226608342877
1,SBGVATGDPV,2020,4,-2.9163311926256483
1,BCVATGDPV,2018,1,-0.06438584981891449
1,BCVATGDPV,2018,2,-0.09013911980914102
1,BCVATGDPV,2018,3,-0.144077418230379
1,BCVATGDPV,2018,4,-0.18703550085635845
1,BCVATGDPV,2019,1,-0.21322650077446914
1,BCVATGDPV,2019,2,-0.23068894627359882
1,BCVATGDPV,2019,3,-0.28431573474975336
1,BCVATGDPV,2019,4,-0.33962526822466677
1,BCVATGDPV,2020,1,-0.3696356337573947
1,BCVATGDPV,2020,2,-0.38029751908272247
1,BCVATGDPV,2020,3,-0.44785674307262857
1,BCVATGDPV,2020,4,-0.4639398251801987
1,KFP,2018,1,-0.0014213822691955258
1,KFP,2018,2,-0.004505627064688156
1,KFP,2018,3,-0.008866262085927001
1,KFP,2018,4,-0.01589692485665095
1,KFP,2019,1,-0.027037460909806743
1,KFP,2019,2,-0.04354795919804255
1,KFP,2019,3,-0.06617154306606254
1,KFP,2019,4,-0.09172871722658016
1,KFP,2020,1,-0.12145080889490734
1,KFP,2020,2,-0.15125192618458128
1,KFP,2020,3,-0.18219253531869262
1,KFP,2020,4,-0.2140249103693148
1,KHP,2018,1,0.0013012680962098955
1,KHP,2018,2,0.0029354382058199846
1,KHP,2018,3,0.005916716686038548
1,KHP,2018,4,0.00979862280909849
1,KHP,2019,1,0.014272817254301629
1,KHP,2019,2,0.019649039241675936
1,KHP,2019,3,0.025221562744248693
1,KHP,2019,4,0.030931690351687635
1,KHP,2020,1,0.03603354291807914
1,KHP,2020,2,0.040676685795837386
1,KHP,2020,3,0.04494899338884917
1,KHP,2020,4,0.048886467757935925
1,KG,2018,1,0.1779433344009762
1,KG,2018,2,0.35491737892903163
1,KG,2018,3,0.5290059411359183
1,KG,2018,4,0.7012744902637147
1,KG,2019,1,0.8721084283216385
1,KG,2019,2,1.0417011914627627
1,KG,2019,3,1.2090835051602244
1,KG,2019,4,1.3694530119840342
1,KG,2020,1,1.529200746799586
1,KG,2020,2,1.6732865009163378
1,KG,2020,3,1.8241762423078622
1,KG,2020,4,1.9762684094613014
1,BCVATGDPV,2018,0,-0.12140947217869824
1,BCVATGDPV,2019,0,-0.266964112505622
1,BCVATGDPV,2020,0,-0.4154324302732361
1,BGVATGDPV,2018,0,-0.4637206616838716
1,BGVATGDPV,2019,0,-0.33659205725710784
1,BGVATGDPV,2020,0,-0.3701020853846797
1,CG,2018,0,0.04552165809303399
1,CG,2019,0,0.1629621421703198
1,CG,2020,0,0.2719577691798758
1,CGPI,2018,0,0.04043303730318082
1,CGPI,2019,0,0.17296560826945417
1,CGPI,2020,0,0.33746234042164036
1,CGV,2018,0,0.05239161004563786
1,CGV,2019,0,0.29226112126270465
1,CGV,2020,0,0.6172316850163839
1,CP,2018,0,0.24482582175731626
1,CP,2019,0,0.5114456333400741
1,CP,2020,0,0.48799424096908073
1,CPV,2018,0,0.2664824195454468
1,CPV,2019,0,0.7256683684511045
