scenario,variable,year,quarter,value
1,KHP,2020,1,0.09149872
1,KHP,2020,2,0.11295293
1,KHP,2020,3,0.13502404
1,KHP,2020,4,0.15831304
1,KG,2018,1,0.17794333
1,KG,2018,2,0.35491738
1,KG,2018,3,0.52900594
1,KG,2018,4,0.70127449
1,KG,2019,1,0.87210843
1,KG,2019,2,1.04170119
1,KG,2019,3,1.20908351
1,KG,2019,4,1.36945301
1,KG,2020,1,1.52920075
1,KG,2020,2,1.6732865
1,KG,2020,3,1.82417624
1,KG,2020,4,1.97626841
1,BCVATGDPV,2018,0,-0.13014558
1,BCVATGDPV,2019,0,-0.28889344
1,BCVATGDPV,2020,0,-0.43567945
1,BGVATGDPV,2018,0,-0.47195773
1,BGVATGDPV,2019,0,-0.34665114
1,BGVATGDPV,2020,0,-0.2952786
1,CG,2018,0,0.04552166
1,CG,2019,0,0.16296214
1,CG,2020,0,0.27195777
1,CGPI,2018,0,0.04199216
1,CGPI,2019,0,0.17676425
1,CGPI,2020,0,0.34252552
1,CGV,2018,0,0.05239233
1,CGV,2019,0,0.2953355
1,CGV,2020,0,0.63371932
1,CP,2018,0,0.24977365
1,CP,2019,0,0.53024783
1,CP,2020,0,0.53029225
1,CPV,2018,0,0.27164915
1,CPV,2019,0,0.75123638
1,CPV,2020,0,1.02595515
1,CUX,2018,0,2.00812162
1,CUX,2019,0,2.19356927
1,CUX,2020,0,2.34261696
1,FXS,2018,0,-0.05851248
1,FXS,2019,0,-0.24763242
1,FXS,2020,0,-0.49064884
1,GDP,2018,0,1.07640415
1,GDP,2019,0,1.10102855
1,GDP,2020,0,1.05681445
1,GDPD,2018,0,1.12445836
1,GDPD,2019,0,-0.04670458
1,GDPD,2020,0,-0.03090399
1,GDPGAP,2018,0,0.95923532
1,GDPGAP,2019,0,0.96086963
1,GDPGAP,2020,0,0.92662808
1,GDPPOT,2018,0,0.13116046
1,GDPPOT,2019,0,0.14469248
1,GDPPOT,2020,0,0.0889646
1,GDPV,2018,0,1.17009452
1,GDPV,2019,0,1.41946792
1,GDPV,2020,0,1.66362114
1,IFP,2018,0,-0.13147957
1,IFP,2019,0,-0.6587508
1,IFP,2020,0,-1.21935346
1,IFPV,2018,0,0.12483635
1,IFPV,2019,0,-0.16014891
1,IFPV,2020,0,-0.47546942
1,IG,2018,0,20.07625493
1,IG,2019,0,19.73838336
1,IG,2020,0,18.12862915
1,IGV,2018,0,20.35130654
1,IGV,2019,0,20.34001756
1,IGV,2020,0,19.08348612
1,IHP,2018,0,0.29012436
1,IHP,2019,0,1.12024446
1,IHP,2020,0,1.8870425
1,IHPV,2018,0,0.30203477
1,IHPV,2019,0,1.35002253
1,IHPV,2020,0,2.42155756
1,KFP,2018,0,-0.00765801
1,KFP,2019,0,-0.05720579
1,KFP,2020,0,-0.16821184
1,KG,2018,0,0.44078529
1,KG,2019,0,1.12308653
1,KG,2020,0,1.75073297
1,KHP,2018,0,0.00671067
1,KHP,2019,0,0.04640524
1,KHP,2020,0,0.12444718
1,LE,2018,0,0.25543429
1,LE,2019,0,0.31527248
1,LE,2020,0,0.29271907
1,LF,2018,0,0.22213053
1,LF,2019,0,0.26810243
1,LF,2020,0,0.24171911
1,LH,2018,0,0.23140769
1,LH,2019,0,0.11385904
1,LH,2020,0,0.03045004
1,M2CD,2018,0,0.68543336
1,M2CD,2019,0,0.59150225
1,M2CD,2020,0,0.79025598
1,MGS,2018,0,0.44711035
1,MGS,2019,0,1.00078733
1,MGS,2020,0,1.08333841
1,MGSV,2018,0,0.41544628
1,MGSV,2019,0,0.89669815
1,MGSV,2020,0,0.91283855
1,NIV,2018,0,1.46664001
1,NIV,2019,0,1.57870364
1,NIV,2020,0,1.53986372
1,PCP,2018,0,0.02177834
1,PCP,2019,0,0.21980902
1,PCP,2020,0,0.4930645
1,PERR,2018,0,-0.74241152
1,PERR,2019,0,-1.90370399
1,PERR,2020,0,-3.48611041
1,PGDP,2018,0,0.09267256
1,PGDP,2019,0,0.3149866
1,PGDP,2020,0,0.60046598
1,PIFP,2018,0,0.25670155
1,PIFP,2019,0,0.50205473
1,PIFP,2020,0,0.75313286
1,PIHP,2018,0,0.01183324
1,PIHP,2019,0,0.22700996
1,PIHP,2020,0,0.52448209
1,PLAND,2018,0,0.04467834
1,PLAND,2019,0,0.22160644
1,PLAND,2020,0,0.47615494
1,PMGS,2018,0,-0.03146664
1,PMGS,2019,0,-0.10304614
1,PMGS,2020,0,-0.16867423
1,PSHARE,2018,0,-1.09506381
1,PSHARE,2019,0,-4.52428449
1,PSHARE,2020,0,-6.20439135
1,PXGS,2018,0,-0.01934843
1,PXGS,2019,0,-0.05598141
1,PXGS,2020,0,-0.06824921
1,RCD,2018,0,0.12007062
1,RCD,2019,0,0.22948376
1,RCD,2020,0,0.25651884
1,RGB,2018,0,0.05634347
1,RGB,2019,0,0.10538045
1,RGB,2020,0,0.12761413
1,SBGVATGDPV,2018,0,-2.35484506
1,SBGVATGDPV,2019,0,-2.60173639
1,SBGVATGDPV,2020,0,-3.00180688
1,TAXV,2018,0,1.15088162
1,TAXV,2019,0,2.10344569
